OBJECTID,BUSINESS_ID,SCORE,DATE_,DESCRIPTION,TYPE
39082522,495296,96,2015/03/19 00:00:00+00,,routine
39082523,9F4BC4B5-3048-94EE-982A6738437D1769,95.5,2015/03/19 00:00:00+00,,routine
39082524,B77E5A68-3048-983B-2632368053E9D43C,95.5,2015/03/17 00:00:00+00,,routine
39082525,6F739131-CB8F-0BC1-044BAB3B2236A132,96.5,2015/03/17 00:00:00+00,,routine
39082526,B6BAC401-BAA3-10FA-0795B50CBCD56A1B,96.5,2015/03/16 00:00:00+00,,routine
39082527,D2E1F968-E758-FAC4-D5BF45DA87D9DC52,96.5,2015/03/20 00:00:00+00,,routine
39082528,D4E0337E-B4BE-BAEE-2E8BEA3A83B06C15,96.5,2015/03/19 00:00:00+00,,routine
39082529,DE85E2A9-1422-201B-19B840FA7FCC8C11,96.5,2015/03/20 00:00:00+00,,routine
39082530,0602A9F6-C40F-A0C9-46C8CFDD00DA960D,97,2015/03/16 00:00:00+00,,routine
39082531,496298,97,2015/03/20 00:00:00+00,,routine
39082532,496694,97.5,2015/03/19 00:00:00+00,,routine
39082533,500354,97,2015/03/19 00:00:00+00,,routine
39082534,F1CC4F3F-07A4-4E3C-122006D983F98D93,97.5,2015/03/18 00:00:00+00,,routine
39082535,500301,97,2015/03/20 00:00:00+00,,routine
39082536,6F2B88B2-9213-1B4F-8C12D9D1FC92B4E1,97.5,2015/03/18 00:00:00+00,,routine
39082537,7AD20380-3048-9838-FCA8C5E1B7DA8B1F,97,2015/03/20 00:00:00+00,,routine
39082538,AB68FF5D-C6E0-E9BD-791FAFE65A98DEF4,97,2015/03/18 00:00:00+00,,routine
39082539,EA450138-BB17-B8AA-7D8BDF8F5E6FD673,97.5,2015/03/18 00:00:00+00,,routine
39082540,F849C73E-920F-B5D1-F4D51BF19B4D4060,97.5,2015/03/19 00:00:00+00,,routine
39082541,04F99854-009D-5139-7286AC66B1ED4DAF,97.5,2015/03/19 00:00:00+00,,routine
39082542,104FD68A-10FF-100C-00D0DB759282A0B7,97.5,2015/03/20 00:00:00+00,,routine
39082543,495524,97.5,2015/03/19 00:00:00+00,,routine
39082544,734CD670-F778-5C21-ACE1E6E01C002C44,97,2015/03/19 00:00:00+00,,routine
39082545,E0774143-3048-9838-FCB052A580D87CF8,97.5,2015/03/19 00:00:00+00,,routine
39082546,E949D7BA-14B4-8FF9-3762F11A427F464C,97,2015/03/16 00:00:00+00,,routine
39082547,495892,97.5,2015/03/19 00:00:00+00,,routine
39082548,651974B6-B396-1823-E61F1420BD1309A1,97,2015/03/19 00:00:00+00,,routine
39082549,00FC2D97-FE0A-549D-150427A6BFD57253,99,2015/03/17 00:00:00+00,,routine
39082550,110FC29B-C6B5-2C82-4A376391A25D5009,98.5,2015/03/17 00:00:00+00,,routine
39082551,2555CAAD-90F8-EFBA-BD61AFB5530C342C,98.5,2015/03/19 00:00:00+00,,routine
39082552,495629,98.5,2015/03/17 00:00:00+00,,routine
39082553,497051,98,2015/03/16 00:00:00+00,,routine
39082554,498056,98,2015/03/20 00:00:00+00,,routine
39082555,499598,98.5,2015/03/17 00:00:00+00,,routine
39082556,499632,98,2015/03/20 00:00:00+00,,routine
39082557,519497,99,2015/03/19 00:00:00+00,,routine
39082558,3C743624-1422-201B-192538C930AB2ACC,90,2015/03/25 00:00:00+00,,routine
39082559,495362,91.5,2015/03/23 00:00:00+00,,routine
39082560,495516,90.5,2015/03/26 00:00:00+00,,routine
39082561,498419,92,2015/03/23 00:00:00+00,,routine
39082562,501852,92,2015/03/23 00:00:00+00,,followup
39082563,7C820E18-3048-9838-FC952827920716C4,98.5,2015/03/19 00:00:00+00,,routine
39082564,7E09892F-D94F-4A13-86215360297FBD6A,98,2015/03/19 00:00:00+00,,routine
39082565,97BD5A1B-B1C8-DFE4-7D0FCEEDD7D80C67,98.5,2015/03/17 00:00:00+00,,routine
39082566,AE3E8EF4-EA84-FABE-73AC41F56E1B6B64,98.5,2015/03/20 00:00:00+00,,routine
39082567,BCCA56E8-F4FE-3FC5-3F40D8B9BF8E11ED,98,2015/03/17 00:00:00+00,,routine
39082568,C165A2DB-08C8-21F3-FDAD90AC252B3F18,98.5,2015/03/20 00:00:00+00,,routine
39082569,F1CC4F3F-07A4-4E3C-122006D983F98D93,98.5,2015/03/19 00:00:00+00,,routine
39082570,05F4A2BC-9EA6-C527-77B0AB8B1405469E,99.5,2015/03/19 00:00:00+00,,routine
39082571,562DE7A5-F8F0-A41F-6CEF01732087E190,92.5,2015/04/09 00:00:00+00,,routine
39082572,509028,93.5,2015/04/06 00:00:00+00,,routine
39082573,06120DD7-0E13-3205-5876E4A445033F6F,94,2015/04/07 00:00:00+00,,routine
39082574,0D17A191-EA58-02A6-1C12593EEF72A0B7,95,2015/04/09 00:00:00+00,,routine
39082575,23377137-FE5B-25B8-95014EBB2B647681,95,2015/04/09 00:00:00+00,,routine
39082576,494679,95,2015/04/07 00:00:00+00,,routine
39082577,496289,94.5,2015/04/08 00:00:00+00,,routine
39082578,498838,95,2015/04/09 00:00:00+00,,routine
39082579,498863,95,2015/04/09 00:00:00+00,,routine
39082580,501323,94.5,2015/04/09 00:00:00+00,,routine
39082581,527555,80,2015/03/27 00:00:00+00,,routine
39082582,527791,91,2015/03/27 00:00:00+00,,routine
39082583,527791,,2015/03/27 00:00:00+00,,routine
39082584,527864,91,2015/03/23 00:00:00+00,,followup
39082585,59A1F717-F66F-4C98-15299D2C5E1C7D2B,90,2015/03/23 00:00:00+00,,followup
39082586,6741DBA3-E1B1-82CB-48E9B8BDD5AA5848,90,2015/03/23 00:00:00+00,,routine
39082587,72584256-B897-4B95-0BC0C34F686A4E5E,91.5,2015/03/26 00:00:00+00,,routine
39082588,81D000F3-FA8F-738D-0E8733E63249AA2D,,2015/03/27 00:00:00+00,,routine
39082589,899EBB8A-A096-0E13-14A120299C9C87F1,,2015/03/24 00:00:00+00,,routine
39082590,9711E454-DF9E-8A93-B12A486CF9E69836,87,2015/03/23 00:00:00+00,,routine
39082591,165CCE00-EC65-1522-3527107131974260,94,2015/03/25 00:00:00+00,,routine
39082592,500848,93.5,2015/03/24 00:00:00+00,,routine
39082593,899EBB8A-A096-0E13-14A120299C9C87F1,93.5,2015/03/24 00:00:00+00,,routine
39082594,CADB1CD7-BB67-9006-B17B19567528BABD,94,2015/03/25 00:00:00+00,,routine
39082595,1E61AB0D-C937-0077-106529422FECB55A,93.5,2015/03/24 00:00:00+00,,routine
39082596,991135B6-BAF0-896A-D3880A3294D16B62,92,2015/03/25 00:00:00+00,,routine
39082597,A6D8FA97-6FC8-86AC-8EA2B1D756566D0A,90.5,2015/03/26 00:00:00+00,,routine
39082598,ABC1C603-03A3-7592-9007150E0F696D7C,92,2015/03/25 00:00:00+00,,routine
39082599,B2F31413-1401-E73C-1F8213491928EDCA,,2015/01/27 00:00:00+00,,routine
39082600,B73D1E05-3048-983B-26C1362BE48A5AE6,92,2015/03/24 00:00:00+00,,routine
39082601,B77E5A68-3048-983B-2632368053E9D43C,,2015/03/19 00:00:00+00,,routine
39082602,496647,92.5,2015/03/23 00:00:00+00,,routine
39082603,DF16D327-1422-201B-19C5305ECBAAA208,94,2015/03/26 00:00:00+00,,routine
39082604,E9492F8C-3048-98E5-1AA53582E27FCFC1,94,2015/03/26 00:00:00+00,,routine
39082605,495040,93.5,2015/03/25 00:00:00+00,,routine
39082606,B1DD9A31-F701-0EAC-325DA4FE9A673FB7,94,2015/03/28 00:00:00+00,,routine
39082607,01351F31-B3E9-348D-50CFFEE9ADAB2D18,93,2015/03/25 00:00:00+00,,routine
39082608,494755,94,2015/03/25 00:00:00+00,,routine
39082609,6EB6B3E6-3048-94EE-98E974FAEFE0D748,93.5,2015/03/23 00:00:00+00,,routine
39082610,9B42E620-E415-F0F9-DC121151557DC3AD,94,2015/03/27 00:00:00+00,,routine
39082611,81D000F3-FA8F-738D-0E8733E63249AA2D,94.5,2015/03/27 00:00:00+00,,routine
39082612,81F7A1A1-BA07-6A25-89B77578F8EEA69F,95,2015/02/12 00:00:00+00,,routine
39082613,824DBEFA-CE9B-5D1A-3639B845E317C81E,95,2015/01/29 00:00:00+00,,routine
39082614,EEE49A60-B7A4-4AF6-9C4DF4A3A3A15CA6,95,2015/03/26 00:00:00+00,,routine
39082615,496404,94.5,2015/03/25 00:00:00+00,,routine
39082616,499519,95,2015/03/26 00:00:00+00,,routine
39082617,7A22E62E-DF2F-0B92-FF87E19A9FA02FA9,94.5,2015/03/26 00:00:00+00,,routine
39082618,05008F2F-FCE8-88F4-5F095F39D806CD3D,96.5,2015/03/28 00:00:00+00,,routine
39082619,EAE70E0B-9CBA-B697-8CA469BE81743C09,96.5,2015/03/28 00:00:00+00,,routine
39082620,B1BCAD9F-1422-201B-1989A09AA111363B,93.5,2015/03/27 00:00:00+00,,routine
39082621,395FD619-1215-43C7-8BDF303F89C4A0C3,95,2015/03/25 00:00:00+00,,routine
39082622,500957,94.5,2015/03/26 00:00:00+00,,routine
39082623,B3CF7F4E-3048-98E7-04157AF46835F4A4,95,2015/03/26 00:00:00+00,,routine
39082624,1CEB4EC7-3048-983B-262BB83F02B8C680,94.5,2015/03/25 00:00:00+00,,routine
39082625,1EFD5F4B-0C27-6ED1-79E0F771DE4C9724,94.5,2015/03/25 00:00:00+00,,routine
39082626,494689,94.5,2015/03/25 00:00:00+00,,routine
39082627,497853,95,2015/03/27 00:00:00+00,,routine
39082628,501145,94.5,2015/03/27 00:00:00+00,,routine
39082629,8D8E4741-C828-BC97-2447864D1FDDB24D,95,2015/03/26 00:00:00+00,,routine
39082630,92036E1F-1422-201B-19326C79FCD7E517,95,2015/03/27 00:00:00+00,,routine
39082631,E7F680FA-3048-98E5-1A5ABF35C0DF8905,94.5,2015/03/24 00:00:00+00,,routine
39082632,494670,94.5,2015/03/24 00:00:00+00,,routine
39082633,5B68390E-FBB0-E44D-EE18BE1AD6AFAC38,94.5,2015/03/27 00:00:00+00,,routine
39082634,6DD4E0BA-9C4D-3CBB-B4CC93F4D8749B48,94.5,2015/03/24 00:00:00+00,,routine
39082635,89FAA9F8-D3D0-4FF8-EC8F29193DAFE4A0,99,2015/03/31 00:00:00+00,,routine
39082636,501348,95,2015/04/07 00:00:00+00,,routine
39082637,508968,94.5,2015/04/08 00:00:00+00,,routine
39082638,5D0117F0-1197-14B0-6AC416014172311D,95,2015/04/09 00:00:00+00,,routine
39082639,6142B34C-52BA-AC97-C3138582CBAA6E0F,95,2015/04/08 00:00:00+00,,routine
39082640,6B88F414-0367-D2D1-16671570D92213A2,94.5,2015/04/10 00:00:00+00,,routine
39082641,8C566654-CE7A-0FFF-9129FF4B49E60AAA,94.5,2015/04/10 00:00:00+00,,routine
39082642,B1F2DF3F-AC80-F72D-2F97FD07407EB638,94.5,2015/04/07 00:00:00+00,,routine
39082643,B530087E-B699-ACE4-584CF7781C012972,94,2015/04/09 00:00:00+00,,routine
39082644,CB5B0527-F19C-3103-B9A10A6C9231D53A,95,2015/04/07 00:00:00+00,,routine
39082645,D33029D2-C274-862B-43FA7850317E2FEB,94,2015/04/08 00:00:00+00,,routine
39082646,D9D75295-E448-0460-96C49B9C460F76AB,94.5,2015/04/07 00:00:00+00,,routine
39082647,DE427A2E-C0F0-DF22-D7E38FEA18ABD1B4,94,2015/04/10 00:00:00+00,,routine
39082648,F6F96EF3-AC0A-6941-688EE9992D1B0DC4,95,2015/04/09 00:00:00+00,,routine
39082649,501896,95.5,2015/04/09 00:00:00+00,,routine
39082650,B11D1262-16DD-AB5F-66C9138D7A197A2F,95.5,2015/04/06 00:00:00+00,,routine
39082651,3B69E29D-94F4-B972-396E696B95BE9A80,95.5,2015/04/06 00:00:00+00,,routine
39082652,501018,95.5,2015/04/10 00:00:00+00,,routine
39082653,496936,95.5,2015/04/10 00:00:00+00,,routine
39082654,4B54F663-0B9C-16C4-83132B8093F1752E,97.5,2015/04/10 00:00:00+00,,routine
39082655,501325,97.5,2015/04/08 00:00:00+00,,routine
39082656,BBC097E1-E3CD-1CEE-1F7877F9B69E7988,97.5,2015/04/10 00:00:00+00,,routine
39082657,77C720FF-C117-D40A-221E1D6F8F356CC2,95.5,2015/04/09 00:00:00+00,,routine
39082658,856A1C0F-C0A3-1092-4834EDD750D86AA6,95.5,2015/04/07 00:00:00+00,,routine
39082659,6FD229F7-C710-9EAA-2B001190B436B533,96.5,2015/04/06 00:00:00+00,,routine
39082660,F040C513-C649-8EB2-9266A1C08DA7E4C1,96,2015/04/08 00:00:00+00,,routine
39082661,12ED9BCB-D5EB-12F0-E885EF981BC94C01,96,2015/04/09 00:00:00+00,,routine
39082662,1ABD3045-E27A-DC56-3B020BA23A7D5DE5,96,2015/04/06 00:00:00+00,,routine
39082663,496909,96.5,2015/04/09 00:00:00+00,,routine
39082664,497076,96.5,2015/03/27 00:00:00+00,,routine
39082665,527249,96,2015/04/08 00:00:00+00,,routine
39082666,130627C8-98E5-6336-EEE66A3339962132,96.5,2015/04/06 00:00:00+00,,routine
39082667,11CB05FB-BE0E-A9E2-6BD99AC14041D1A0,97.5,2015/04/08 00:00:00+00,,routine
39082668,4CCABE3B-D799-0117-F7E0D15A18B7A740,97.5,2015/04/06 00:00:00+00,,routine
39082669,4FF39354-EEC3-FEFC-F081BFDC8FCB2726,97,2015/04/10 00:00:00+00,,routine
39082670,500557,97,2015/04/09 00:00:00+00,,routine
39082671,500797,97,2015/04/10 00:00:00+00,,routine
39082672,526552,97,2015/04/09 00:00:00+00,,routine
39082673,AF6CA25C-DD39-7777-42C33603BCE2B829,97.5,2015/04/10 00:00:00+00,,routine
39082674,CBAED572-5056-A20B-FAEBE1CF1CD92950,97,2015/04/09 00:00:00+00,,routine
39082675,0B9E3D12-B11A-1C55-EB0FCC2E3CD46B23,97,2015/04/10 00:00:00+00,,routine
39082676,500182,97,2015/04/10 00:00:00+00,,routine
39082677,501388,97,2015/04/10 00:00:00+00,,routine
39082678,501443,97,2015/04/09 00:00:00+00,,routine
39082679,503746,97,2015/04/09 00:00:00+00,,routine
39082680,D667A72F-CBCD-00B3-BA88194C9888FA56,97,2015/04/08 00:00:00+00,,routine
39082681,494640,97.5,2015/04/09 00:00:00+00,,routine
39082682,500003,97,2015/04/10 00:00:00+00,,routine
39082683,AA6DDAA7-3048-9838-FCB414ED65A7A809,97,2015/04/08 00:00:00+00,,routine
39082684,CB41D5B1-B297-371A-1A56A61ACB70219E,97.5,2015/04/08 00:00:00+00,,routine
39082685,126B09EF-76C5-14C1-0924154CCC9CC60A,98,2015/04/07 00:00:00+00,,routine
39082686,4E2E7439-3048-98E5-1A07B03B3463856A,98,2015/04/08 00:00:00+00,,routine
39082687,6160DE1B-B8E7-73ED-E230032802FDD923,98,2015/04/10 00:00:00+00,,routine
39082688,BC6B26AB-9253-7816-C16F0EF3B04886CA,98.5,2015/04/10 00:00:00+00,,routine
39082689,D5671811-107A-DD58-49ED996FCCC079C8,98,2015/04/09 00:00:00+00,,routine
39082690,E1BE210E-E801-D670-E6F6F23910444D54,98.5,2015/04/10 00:00:00+00,,routine
39082691,F23659B5-00BC-5B7D-74DC47500072FB7F,98,2015/04/09 00:00:00+00,,routine
39082692,FC8CF4C5-A7CA-934B-1E101135DAD3ABD4,98,2015/04/08 00:00:00+00,,routine
39082693,501932,99,2015/04/07 00:00:00+00,,routine
39082694,808AEDF8-AB59-6915-1B5F10ACDFD03F2A,99,2015/04/08 00:00:00+00,,routine
39082695,D6669206-E410-4008-A34770DE2E96FAC1,99,2015/04/09 00:00:00+00,,routine
39082696,F0FAA8E1-5056-A20B-FAA2E8878ABDAB84,99.5,2015/04/06 00:00:00+00,,routine
39082697,64A4F916-B89F-FF6A-859B58D41ED16774,83.5,2015/04/21 00:00:00+00,,routine
39082698,6A80F76C-866A-AC01-E3589A05304736A5,90.5,2015/04/23 00:00:00+00,,routine
39082699,A3E9A8EE-140B-DA13-2412162733640787,90,2015/04/20 00:00:00+00,,routine
39082700,A6635710-B6D4-24AB-FBC60C957446178C,91.5,2015/04/22 00:00:00+00,,routine
39082701,A6635710-B6D4-24AB-FBC60C957446178C,,2015/04/22 00:00:00+00,,routine
39082702,499562,93.5,2015/04/21 00:00:00+00,,routine
39082703,527589,94,2015/04/22 00:00:00+00,,routine
39082704,661C3656-1422-201B-198084B6080485E6,94.5,2015/04/24 00:00:00+00,,followup
39082705,C3C7D163-BF97-082B-B8097A07A41DF1C7,94.5,2015/04/20 00:00:00+00,,routine
39082706,008A6B72-E823-5930-B24407ED48C781C8,,2015/04/15 00:00:00+00,,routine
39082707,2342BEED-93EE-53F1-39AEFFDAD4817A53,,2015/04/17 00:00:00+00,,routine
39082708,28F92D5D-D180-6A0F-90A902D7D37731F3,91,2015/04/16 00:00:00+00,,routine
39082709,3E488BE4-EA58-EBB5-0F1B2A6C024A1D18,90.5,2015/04/13 00:00:00+00,,routine
39082710,500478,92,2015/04/15 00:00:00+00,,routine
39082711,57EFC210-123D-11A2-8C40138B876C2047,,2015/04/17 00:00:00+00,,routine
39082712,57EFC210-123D-11A2-8C40138B876C2047,90,2015/04/17 00:00:00+00,,routine
39082713,661C3656-1422-201B-198084B6080485E6,88.5,2015/04/15 00:00:00+00,,routine
39082714,D69E5B4C-ADCF-C3C2-3583AF6C9BEC8EDB,86.5,2015/04/14 00:00:00+00,,routine
39082715,F345BEF2-3048-9838-60C966909846850C,90.5,2015/04/15 00:00:00+00,,routine
39082716,F345BEF2-3048-9838-60C966909846850C,,2015/04/15 00:00:00+00,,routine
39082717,497065,93,2015/04/13 00:00:00+00,,followup
39082718,2B513A43-E231-EBD6-6BE6DBC3BB795F6B,92.5,2015/04/13 00:00:00+00,,routine
39082719,6DB43FC2-D325-A8CA-C1C0526A6B6E3294,93.5,2015/04/17 00:00:00+00,,routine
39082720,90E1CFA6-105E-1364-33FF8D1B15F7EC5D,93,2015/04/13 00:00:00+00,,routine
39082721,ACB07B17-3048-98E5-1A839C076FC76621,93.5,2015/04/14 00:00:00+00,,routine
39082722,008A6B72-E823-5930-B24407ED48C781C8,95,2015/04/15 00:00:00+00,,routine
39082723,04E10D16-9130-8BD5-E43CEB3D7DE37DC5,95,2015/04/15 00:00:00+00,,followup
39082724,9711E454-DF9E-8A93-B12A486CF9E69836,93.5,2015/04/15 00:00:00+00,,followup
39082725,1E4CA14D-FF0F-7C05-B6B67B5148502136,94,2015/04/16 00:00:00+00,,routine
39082726,3125958C-5056-A20B-FAC6BF6FB0EF558B,94,2015/04/17 00:00:00+00,,routine
39082727,498155,94.5,2015/04/14 00:00:00+00,,routine
39082728,498540,94.5,2015/04/17 00:00:00+00,,routine
39082729,498739,94,2015/04/15 00:00:00+00,,routine
39082730,498833,95,2015/04/14 00:00:00+00,,routine
39082731,500721,95,2015/04/17 00:00:00+00,,routine
39082732,504166,95,2015/04/13 00:00:00+00,,routine
39082733,5580C291-FFAC-A5C2-D8A5FA548AF00FF2,95,2015/04/15 00:00:00+00,,routine
39082734,6252FDAB-1422-201B-19F7F4EB46D02F4D,95,2015/04/16 00:00:00+00,,routine
39082735,956A862B-E448-7C40-A49F3655435B0FA9,94.5,2015/04/13 00:00:00+00,,routine
39082736,495080,95.5,2015/04/16 00:00:00+00,,routine
39082737,528004,95.5,2015/04/13 00:00:00+00,,routine
39082738,6C6DECA7-D088-15F5-738D148FAD795E84,95.5,2015/04/14 00:00:00+00,,routine
39082739,C08DCF1B-BE65-B4A2-C1ED2B27821042AF,95.5,2015/04/14 00:00:00+00,,routine
39082740,D78C9EC1-3048-9838-FC73266452DB8378,95.5,2015/04/15 00:00:00+00,,routine
39082741,6DC30891-9D3D-235D-89533A394D6F3902,96,2015/04/17 00:00:00+00,,routine
39082742,D0F7B380-0691-E233-062EF55878C492AF,96,2015/04/17 00:00:00+00,,routine
39082743,25EAA830-3048-9838-60E9B709226EA406,96,2015/04/15 00:00:00+00,,routine
39082744,A29AF026-BCF9-2667-58E6AD0AC14D1B73,96.5,2015/04/14 00:00:00+00,,routine
39082745,AE77F230-D268-3E49-5AEF099B3F073497,96.5,2015/04/16 00:00:00+00,,routine
39082746,1DB876F0-3048-983B-2612118AA681C9B9,96.5,2015/04/15 00:00:00+00,,routine
39082747,496522,96.5,2015/04/13 00:00:00+00,,routine
39082748,FFA139DA-D3E9-D5BC-8940F90C79C284FA,96.5,2015/04/17 00:00:00+00,,routine
39082749,500827,97.5,2015/04/13 00:00:00+00,,routine
39082750,501777,97,2015/04/13 00:00:00+00,,routine
39082751,61B0869D-ED4F-26AC-8BB815E4DD427F23,97,2015/04/14 00:00:00+00,,routine
39082752,6BFD8ED4-B7C2-2D6F-49E4F2FEFB48045A,97,2015/04/13 00:00:00+00,,routine
39082753,B68BC57E-3048-94EE-98993BA5E64D02FC,97,2015/04/16 00:00:00+00,,routine
39082754,340FB9D2-1422-201B-198FB6B5B3878B95,97.5,2015/04/17 00:00:00+00,,routine
39082755,08B080BE-95E8-63F4-3A3FB5E8F57CEE9F,96.5,2015/04/15 00:00:00+00,,routine
39082756,364274AE-E4F7-F3D2-5585BC524AA516B9,96,2015/04/14 00:00:00+00,,routine
39082757,4024E690-9760-0D63-ECDBB82BA3C7C354,96.5,2015/04/13 00:00:00+00,,routine
39082758,496841,96.5,2015/04/14 00:00:00+00,,routine
39082759,501074,96,2015/04/16 00:00:00+00,,routine
39082760,501138,96,2015/04/15 00:00:00+00,,routine
39082761,5A6682D1-B07A-92E2-63AE8ECDFDBB31EC,96.5,2015/04/13 00:00:00+00,,routine
39082762,B590063D-BA8F-36F6-F6490B2E45644FAC,96,2015/04/17 00:00:00+00,,routine
39082763,527915,97.5,2015/04/13 00:00:00+00,,routine
39082764,7D495432-568C-AA5A-30FD11C25788A74F,97,2015/04/13 00:00:00+00,,routine
39082765,DE4CECB2-A59E-5221-23B489D75D9B485F,97.5,2015/04/17 00:00:00+00,,routine
39082766,FCED12AE-B819-1AC2-47B1ED231CCDA163,97,2015/04/16 00:00:00+00,,routine
39082767,498698,97.5,2015/04/14 00:00:00+00,,routine
39082768,500562,97.5,2015/04/15 00:00:00+00,,routine
39082769,CE107DF3-0303-7CE3-818460AA2EC159E0,97.5,2015/04/13 00:00:00+00,,routine
39082770,1D0424B9-3048-983B-26BBAD475BC1C6F6,97.5,2015/04/17 00:00:00+00,,routine
39082771,497097,97,2015/04/16 00:00:00+00,,routine
39082772,498682,97,2015/04/15 00:00:00+00,,routine
39082773,4B8B1037-EBA9-0609-3315BF09E46665E6,97.5,2015/04/16 00:00:00+00,,routine
39082774,1558584C-AF66-AA5C-6927136FCE4B337A,98,2015/04/14 00:00:00+00,,routine
39082775,1FF2514A-E49C-E32E-C0DF49DC3C2FE546,98.5,2015/04/16 00:00:00+00,,routine
39082776,2342BEED-93EE-53F1-39AEFFDAD4817A53,98,2015/04/17 00:00:00+00,,routine
39082777,497756,98.5,2015/04/15 00:00:00+00,,routine
39082778,500348,98,2015/04/13 00:00:00+00,,routine
39082779,501810,98.5,2015/04/15 00:00:00+00,,routine
39082780,0A13BA57-C174-0E85-6B07EA03485E77D6,99.5,2015/04/17 00:00:00+00,,routine
39082781,39DC5D6B-A359-F2DE-24FF026BABC24ACF,99,2015/04/16 00:00:00+00,,routine
39082782,655D882B-BA09-34CD-22959FF0F746A8EF,99.5,2015/04/17 00:00:00+00,,routine
39082783,A6CA4022-172E-C0F4-E72513EB6FF76963,99,2015/04/15 00:00:00+00,,routine
39082784,A745B361-DC2C-1BB6-B05148AC9C86D656,99,2015/04/14 00:00:00+00,,routine
39082785,AE738462-E648-427C-1B3797843EB8682B,99.5,2015/04/15 00:00:00+00,,routine
39082786,B11D7AEF-049A-6A41-EB8928C7BC4055E7,99.5,2015/04/17 00:00:00+00,,routine
39082787,F10DCB84-5056-A20B-FA210554D2815ECD,99,2015/04/16 00:00:00+00,,routine
39082788,AD6F611C-CABA-98DA-0C0D8D9DA14A3D7D,92.5,2015/04/23 00:00:00+00,,routine
39082789,B8C3607A-F4FB-0DB2-40C3FA8FC44169A4,92.5,2015/04/21 00:00:00+00,,routine
39082790,498674,93.5,2015/04/21 00:00:00+00,,routine
39082791,7337EDB7-FF1F-6311-1C5CB0613EE25673,93,2015/04/24 00:00:00+00,,followup
39082792,FC6BAD5A-9117-0FA0-0DA9EA96A156E1B0,92.5,2015/04/23 00:00:00+00,,routine
39082793,504270,93,2015/04/20 00:00:00+00,,routine
39082794,0955966E-B707-AD2C-284027D6708858FD,95,2015/04/20 00:00:00+00,,routine
39082795,14B1B4C4-C4B1-DBC5-15A88FB360EE58B5,94.5,2015/04/24 00:00:00+00,,routine
39082796,494660,95,2015/04/21 00:00:00+00,,routine
39082797,494818,95,2015/04/21 00:00:00+00,,routine
39082798,494827,94,2015/04/24 00:00:00+00,,routine
39082799,496442,95,2015/04/21 00:00:00+00,,routine
39082800,497161,95,2015/04/24 00:00:00+00,,routine
39082801,498603,95,2015/04/22 00:00:00+00,,routine
39082802,499940,94.5,2015/04/21 00:00:00+00,,routine
39082803,4A446FB0-C556-A9B2-7FAD6972913FE7F6,94,2015/04/21 00:00:00+00,,routine
39082804,4D0343C6-E077-FC93-51688C91C74DF18B,94,2015/04/22 00:00:00+00,,routine
39082805,C4255363-AD99-49EA-EF35026D37540A3E,94,2015/04/23 00:00:00+00,,routine
39082806,496789,95.5,2015/04/23 00:00:00+00,,routine
39082807,0D86CC38-90AB-504B-CFE662D40469FA11,95.5,2015/04/23 00:00:00+00,,routine
39082808,AF104FF9-3048-98E5-1AB5C86F63C1D366,95.5,2015/04/22 00:00:00+00,,routine
39082809,495446,95.5,2015/04/22 00:00:00+00,,routine
39082810,F47AEA15-3048-9838-6065589867DF83F8,95.5,2015/04/23 00:00:00+00,,routine
39082811,501997,95.5,2015/04/21 00:00:00+00,,routine
39082812,CF508FCC-5056-A20B-FA52F5DBAA554696,95.5,2015/04/24 00:00:00+00,,routine
39082813,496447,96.5,2015/04/21 00:00:00+00,,routine
39082814,499701,96,2015/04/24 00:00:00+00,,routine
39082815,527106,96,2015/04/20 00:00:00+00,,routine
39082816,58E32B48-DBB5-40D1-D4FE0F677074F271,96,2015/04/21 00:00:00+00,,routine
39082817,672BF2CC-E883-EE02-B963DD1A5AC57D60,96,2015/04/22 00:00:00+00,,routine
39082818,85EBF580-BE57-B443-4E8CCC3300128933,96.5,2015/04/20 00:00:00+00,,routine
39082819,BD0D97BE-FA5C-C29B-6089057FD3C881D9,96,2015/04/23 00:00:00+00,,routine
39082820,19A00F33-964E-F469-F6D8426ED0A947E1,96.5,2015/04/20 00:00:00+00,,routine
39082821,496282,96.5,2015/04/24 00:00:00+00,,routine
39082822,500930,96,2015/04/25 00:00:00+00,,routine
39082823,501252,96,2015/04/22 00:00:00+00,,routine
39082824,0B4D3655-9183-E0D4-0A8CDF1A87CBBD98,96,2015/04/23 00:00:00+00,,routine
39082825,501564,96.5,2015/04/22 00:00:00+00,,routine
39082826,768BBE7B-06A2-A613-25019858E6CE471C,96.5,2015/04/22 00:00:00+00,,routine
39082827,AC474CBF-862A-119B-94C1118F7B40CD68,96.5,2015/04/20 00:00:00+00,,routine
39082828,404C2D11-EB55-CDE2-1F18492576CE0ECD,97,2015/04/22 00:00:00+00,,routine
39082829,498881,97.5,2015/04/21 00:00:00+00,,routine
39082830,4FF17E09-AA78-1F82-38B3C40F27E4152E,97,2015/04/24 00:00:00+00,,routine
39082831,501740,97.5,2015/04/23 00:00:00+00,,routine
39082832,618BD86A-C96C-9DB0-2D0E54E6EBF6BF0C,97,2015/04/21 00:00:00+00,,routine
39082833,AE1C1000-D64C-9CEF-F1B2C8BF12C3006C,97,2015/04/20 00:00:00+00,,routine
39082834,BAD678A1-1422-201B-19AF888E3937E279,97.5,2015/04/21 00:00:00+00,,routine
