OBJECTID,BUSINESS_ID,SCORE,DATE_,DESCRIPTION,TYPE
39105465,46B21B45-1422-201B-191ECFDB0267ADA4,93.5,2019/01/04 00:00:00+00,,routine
39105466,496726,95,2019/01/04 00:00:00+00,,routine
39105467,E052222A-5056-A20B-FACBF3F83E283346,95.5,2019/01/04 00:00:00+00,,routine
39105468,A8EDF33A-5056-A20B-FA8707A5F3A7C013,95.5,2019/01/04 00:00:00+00,,routine
39105469,4544CBF2-E734-CE16-25F4C2C4A032643E,95.5,2019/01/04 00:00:00+00,,routine
39105470,CB0BB66E-1422-201B-19B2663D73D11CD4,99,2018/12/21 00:00:00+00,,routine
39105471,E5453ACF-5056-A20B-FA6CE6152D365F3D,99,2018/12/21 00:00:00+00,,routine
39105472,3A701B24-5056-A20B-FA33D4588F09068B,96,2019/01/04 00:00:00+00,,routine
39105473,A4E38337-07E0-C302-0DF00B7728E5F5E3,96,2019/01/04 00:00:00+00,,routine
39105474,500301,96,2019/01/04 00:00:00+00,,routine
39105475,12A7AE02-5056-A20B-FACA72873B490B29,96.5,2019/01/04 00:00:00+00,,routine
39105476,64CA0D30-E219-6F3E-C03752B3673C0626,96.5,2019/01/04 00:00:00+00,,routine
39105477,D465AE6F-D5C1-B732-EF07F0FBE88F1806,97.5,2019/01/04 00:00:00+00,,routine
39105478,501564,97.5,2019/01/04 00:00:00+00,,routine
39105479,12597EB0-5056-A20B-FA524E13EE392FF4,97.5,2023/06/29 00:00:00+00,,routine
39105480,818D9FC7-CD53-C3C3-CE705062347D21CD,97.5,2023/06/29 00:00:00+00,,routine
39105481,14CBC44D-9F9B-44F6-60B67153D1402FAA,98,2023/06/29 00:00:00+00,,routine
39105482,4698EFA2-5056-A20F-9E5A5AB40D6A5591,95.5,2018/12/27 00:00:00+00,,routine
39105483,DDB10614-D9EB-2CBE-2BEAEE540DFFFE7C,95.5,2018/12/27 00:00:00+00,,routine
39105484,10D8C2DC-15E0-B1E5-8A51E3137020AC26,95.5,2018/12/27 00:00:00+00,,routine
39105485,1492B259-95E8-1E13-D9337D6CFF34879F,98,2019/01/04 00:00:00+00,,routine
39105486,500583,99.5,2019/01/04 00:00:00+00,,routine
39105487,6795415F-5056-A20F-9E6BA3AB6CE5EC85,93,2019/01/14 00:00:00+00,,routine
39105488,48BB774B-5056-A20B-FACE3FD08104B82C,94,2019/01/14 00:00:00+00,,routine
39105489,5336E227-5056-A20B-FA4194C6F519DBA7,94,2019/01/14 00:00:00+00,,routine
39105490,497936,94.5,2019/01/14 00:00:00+00,,routine
39105491,C2D1CC85-FAD6-16EE-5492D33A3E4405E3,95,2019/01/14 00:00:00+00,,routine
39105492,C355B226-3048-9838-FC8911FA35AB6DA2,95,2019/01/14 00:00:00+00,,routine
39105493,1351D77D-1355-BFB3-400E6556F53D09DB,95,2019/01/14 00:00:00+00,,routine
39105494,BAE35D0E-5056-A20F-9E0703B6F87F6E67,95,2019/01/14 00:00:00+00,,routine
39105495,F9A4E845-1422-201B-19C87A3E830F2A2D,97,2023/08/04 00:00:00+00,,routine
39105496,A7B2C5DD-1433-D13B-C483F0B0390B80E1,96,2018/12/27 00:00:00+00,,routine
39105497,AD2AAA60-AD36-5BA1-CFAB85CCFC0AAFE9,96,2018/12/27 00:00:00+00,,routine
39105498,ADEB93B7-5056-A20B-FAFB90E938D90CED,96.5,2018/12/27 00:00:00+00,,routine
39105499,51580247-0ABA-9730-DDCD2C607547D4D1,97,2018/12/27 00:00:00+00,,routine
39105500,498537,97.5,2018/12/27 00:00:00+00,,routine
39105501,500696,97.5,2018/12/27 00:00:00+00,,routine
39105502,11C40812-1060-9D6F-AE04129347F2A7D2,98,2018/12/27 00:00:00+00,,routine
39105503,467EBEF9-022A-1A90-75B62BCD4D9B209D,98,2018/12/27 00:00:00+00,,routine
39105504,526557,98,2018/12/27 00:00:00+00,,routine
39105505,D9D75295-E448-0460-96C49B9C460F76AB,98,2018/12/27 00:00:00+00,,routine
39105506,F0F60810-93B5-89B4-29579F73B6A88370,98,2018/12/27 00:00:00+00,,routine
39105507,293C4AE2-5056-A20B-FA3F3D4E5B94C63C,97.5,2023/06/26 00:00:00+00,,routine
39105508,3A701B24-5056-A20B-FA33D4588F09068B,97.5,2023/06/26 00:00:00+00,,routine
39105509,0EF3D662-5056-A20B-FACA0A07BE0C8D8B,97,2018/04/15 00:00:00+00,,routine
39105510,000D0B7A-3048-98E7-046FBA1DC52B6D55,97,2018/04/16 00:00:00+00,,routine
39105511,2A3DC8CF-D36B-3C6A-42A59ECCAA49586C,97,2018/04/17 00:00:00+00,,routine
39105512,916E35E1-FF9C-1407-F68010C85D5D3FF0,97,2018/04/16 00:00:00+00,,routine
39105513,500696,97,2018/04/17 00:00:00+00,,routine
39105514,A9D67D79-ED5D-9540-C471B595D129663C,97,2018/04/17 00:00:00+00,,routine
39105515,527106,97.5,2018/04/17 00:00:00+00,,routine
39105516,C087A449-9471-FC6F-1F0CAA70C6139616,97.5,2018/04/17 00:00:00+00,,routine
39105517,DBCC40E7-5056-A20F-9EDFDD68AE2503A2,97.5,2018/04/17 00:00:00+00,,routine
39105518,496726,98,2018/04/15 00:00:00+00,,routine
39105519,499685,98,2018/04/17 00:00:00+00,,routine
39105520,BA7F73B3-B030-5916-C4387364BCCF721F,98,2018/04/16 00:00:00+00,,routine
39105521,CBD62F96-5056-A20F-9E7C29BA1945C072,98,2018/04/16 00:00:00+00,,routine
39105522,499563,98.5,2018/04/17 00:00:00+00,,routine
39105523,E242FA1A-5056-A20B-FA6319C7F12F6FF2,98.5,2018/04/16 00:00:00+00,,routine
39105524,3A9B7752-5056-A20B-FA75F27AE02F51B3,98.5,2018/04/15 00:00:00+00,,routine
39105525,501041,98.5,2018/04/16 00:00:00+00,,routine
39105526,A6635710-B6D4-24AB-FBC60C957446178C,98.5,2018/04/17 00:00:00+00,,routine
39105527,497756,99,2018/04/17 00:00:00+00,,routine
39105528,498698,99,2018/04/16 00:00:00+00,,routine
39105529,498796,99,2018/04/16 00:00:00+00,,routine
39105530,581C68B0-C10E-B324-2E1BC857D5B20CE5,99,2018/04/17 00:00:00+00,,routine
39105531,6893FBB1-EBEB-9225-6214F6F22A3CB648,99,2018/04/16 00:00:00+00,,routine
39105532,6C855AEF-5056-A20B-FA6EDF34D3C7C196,99,2018/04/17 00:00:00+00,,routine
39105533,BCE174AD-5056-A20F-9E1572B92FDEA6E4,91.5,2018/04/25 00:00:00+00,,routine
39105534,80746F50-E5CA-C76E-E09A13C42B0F2F88,99,2018/04/17 00:00:00+00,,routine
39105535,BBA7B7F0-B58E-AB71-F5FC37280B1E6079,99,2018/04/17 00:00:00+00,,routine
39105536,6522A27C-5056-A20F-9E582AFBA03DB9F6,99.5,2018/04/16 00:00:00+00,,routine
39105537,DA2E05F1-E825-5DC9-92E1ABD1EABB435B,99.5,2018/04/17 00:00:00+00,,routine
39105538,501118,99.5,2018/04/15 00:00:00+00,,routine
39105539,496251,99.5,2018/04/16 00:00:00+00,,routine
39105540,A3F9F7DE-F3F4-6DD0-2B33EF1C82AD3A3E,85.5,2018/04/18 00:00:00+00,,routine
39105541,509028,88,2018/04/18 00:00:00+00,,routine
39105542,500483,,2018/04/19 00:00:00+00,,routine
39105543,496615,90,2018/04/18 00:00:00+00,,routine
39105544,527933,90.5,2018/04/18 00:00:00+00,,routine
39105545,680D56FA-5056-A20B-FA439570951C03FA,91.5,2018/04/19 00:00:00+00,,routine
39105546,BAF57704-1422-201B-194EA2F8D7034481,70,2018/08/08 00:00:00+00,,followup
39105547,500275,88.5,2018/08/08 00:00:00+00,,routine
39105548,499885,92,2018/08/08 00:00:00+00,,followup
39105549,504251,94,2018/08/08 00:00:00+00,,routine
39105550,1351D77D-1355-BFB3-400E6556F53D09DB,94.5,2018/08/08 00:00:00+00,,routine
39105551,8E199F93-B085-D97E-AFA0666BF0E96605,94.5,2018/08/08 00:00:00+00,,routine
39105552,05F72841-B23B-CAB4-0EAFAD3D43EF2C20,95,2018/08/08 00:00:00+00,,routine
39105553,B21AA9CD-C654-62D5-80274CC47DB4ED1C,95,2018/08/08 00:00:00+00,,routine
39105554,B8D37A1B-F32D-C2A1-55CC0A1F0C073101,95,2018/08/08 00:00:00+00,,routine
39105555,500696,96.5,2023/06/23 00:00:00+00,,routine
39105556,501732,96.5,2023/06/23 00:00:00+00,,routine
39105557,165CCE00-EC65-1522-3527107131974260,95.5,2018/08/08 00:00:00+00,,routine
39105558,0101A22A-D384-15BD-CA44676FD691DEA0,96,2018/08/08 00:00:00+00,,routine
39105559,AE2D253B-5056-A20F-9EA08CFBE341958C,96,2018/08/08 00:00:00+00,,routine
39105560,92E05BFE-BF2A-61AD-FE3B51C1D0D02A9B,96.5,2018/08/08 00:00:00+00,,routine
39105561,500583,97.5,2018/08/08 00:00:00+00,,routine
39105562,6DE2DB23-5056-A20B-FA1D74ECD85CB516,97.5,2018/08/08 00:00:00+00,,routine
39105563,4CB5B87A-A4B0-06E7-2634D9897D742D43,98,2018/08/08 00:00:00+00,,routine
39105564,2FCF7845-D577-14AE-3025EA55A253E9F9,98.5,2018/08/08 00:00:00+00,,routine
39105565,4897FC80-B9F8-1AB8-EC8EB737D319E394,98.5,2018/08/08 00:00:00+00,,routine
39105566,974C47E4-C3D5-453D-EF90470F84914289,98.5,2018/08/08 00:00:00+00,,routine
39105567,E8A97AD6-5056-A20B-FA260CA008E20E6F,98.5,2018/08/08 00:00:00+00,,routine
39105568,75B42EAD-DA0E-A995-E49EE7F0B94FC66E,95.5,2018/08/09 00:00:00+00,,routine
39105569,497764,96,2018/08/09 00:00:00+00,,routine
39105570,70F1E11C-B94B-83AE-AB81FF48927AD716,96.5,2018/08/09 00:00:00+00,,routine
39105571,4A345620-3048-94EE-983DB6D534A04D49,96.5,2018/08/09 00:00:00+00,,routine
39105572,18FDD2FC-F987-52A9-22F3F8D75B107E7F,97,2018/08/09 00:00:00+00,,routine
39105573,EC3239D7-9DA3-BA20-9E84A6ECF7EC01B9,97,2018/08/09 00:00:00+00,,routine
39105574,F78906CA-5056-A20B-FA934F880A5BC1F0,97,2018/08/09 00:00:00+00,,routine
39105575,67EBACF7-5056-A20B-FA406DFBDED9A8B7,97.5,2018/08/09 00:00:00+00,,routine
39105576,B18CED92-A0D7-8BEC-3326D0D9B8378163,97.5,2018/08/09 00:00:00+00,,routine
39105577,E851F93F-D68D-718B-959C62A788FDD73A,96.5,2023/06/23 00:00:00+00,,routine
39105578,1DE6FB9E-3048-983B-267D9BECA1ED6162,98,2023/07/06 00:00:00+00,,routine
39105579,500142,97,2023/06/23 00:00:00+00,,routine
39105580,9B42E620-E415-F0F9-DC121151557DC3AD,97,2023/06/23 00:00:00+00,,routine
39105581,A2174AD2-02D8-6C10-6B2785687A67D937,97,2023/06/23 00:00:00+00,,routine
39105582,2BD9937F-B211-0153-F8245FA6850A6D85,98,2023/07/06 00:00:00+00,,routine
39105583,E990BD23-3048-98E5-1A7EFD87E4C8063F,99,2018/08/09 00:00:00+00,,routine
39105584,003782E7-BB84-A01F-28870543D55A87C9,98.5,2018/08/09 00:00:00+00,,routine
39105585,280195C7-A063-2187-49524CC5A1B8712D,99.5,2018/08/09 00:00:00+00,,routine
39105586,498535,80,2018/08/10 00:00:00+00,,routine
39105587,B0B9FD93-B162-1279-80AF18A1663A2424,92.5,2018/08/10 00:00:00+00,,routine
39105588,498979,91.5,2018/08/10 00:00:00+00,,routine
39105589,527791,93.5,2018/08/10 00:00:00+00,,routine
39105590,1AFA7A99-B4A2-AA2E-F9225516E9322A9A,94,2018/08/10 00:00:00+00,,routine
39105591,B1266E5D-5056-A20B-FA64AB83FCCEC27D,94,2018/08/10 00:00:00+00,,routine
39105592,496385,95,2018/08/10 00:00:00+00,,routine
39105593,4B90B6A7-C81B-035E-F29BC82EC763B578,97.5,2018/08/10 00:00:00+00,,routine
39105594,73865518-5056-A20B-FAF0E76F35A224A4,97.5,2023/06/26 00:00:00+00,,routine
39105595,501051,96.5,2017/11/17 00:00:00+00,,routine
39105596,528014,96.5,2018/08/10 00:00:00+00,,routine
39105597,FC5DCE00-5056-A20B-FAF4DCAEC18501BA,96.5,2018/08/10 00:00:00+00,,routine
39105598,6A6BD37A-5056-A20B-FACF41D8EF2FDBD2,97.5,2018/08/10 00:00:00+00,,routine
39105599,AD2AAA60-AD36-5BA1-CFAB85CCFC0AAFE9,97.5,2018/08/10 00:00:00+00,,routine
39105600,E5401410-C7DC-B8AD-4D4D25A9F3DF6CAF,93,2018/08/13 00:00:00+00,,routine
39105601,499619,94,2018/08/13 00:00:00+00,,routine
39105602,14EA1C20-5056-A20B-FAD15564C87C93AA,94.5,2018/08/13 00:00:00+00,,routine
39105603,495035,94.5,2018/08/13 00:00:00+00,,routine
39105604,FEA14C6D-270D-4A1E-A841-6E9F2B996354,97.5,2023/06/26 00:00:00+00,,routine
39105605,6B83688C-2BE6-4FE3-BD75-E8F9BC7D86A6,98,2023/06/26 00:00:00+00,,routine
39105606,BD6DABBA-C98F-4625-8111-E58CB6B43E90,98,2023/06/26 00:00:00+00,,routine
39105607,347D4478-5056-A20B-FAA6D99C5457FEC9,98,2023/07/06 00:00:00+00,,routine
39105608,4D4303DD-FB3C-BE36-DCB8808A05708ED9,98,2023/07/06 00:00:00+00,,routine
39105609,988A9F8E-DDCF-D5D5-5B885E8C6AE465BF,98,2023/07/06 00:00:00+00,,routine
39105610,82A1C07D-E825-0282-DC1AB51E690FC4B3,93.5,2018/04/19 00:00:00+00,,routine
39105611,B3DAAAFF-3048-98E7-0487BEB9BF995C40,93.5,2018/04/20 00:00:00+00,,routine
39105612,9F4BC4B5-3048-94EE-982A6738437D1769,94.5,2018/04/20 00:00:00+00,,routine
39105613,FBEE4518-5056-A20B-FA11867DCE4E0EF2,95,2018/04/20 00:00:00+00,,routine
39105614,D71D3181-B66D-512F-785EEA540344F759,96,2018/04/20 00:00:00+00,,routine
39105615,503966,97,2018/04/20 00:00:00+00,,routine
39105616,501564,97,2018/04/20 00:00:00+00,,routine
39105617,7C820E18-3048-9838-FC952827920716C4,97,2018/04/20 00:00:00+00,,routine
39105618,3E59CA03-B44D-3073-3A849C410182B9E9,97.5,2018/04/20 00:00:00+00,,routine
39105619,90E1CFA6-105E-1364-33FF8D1B15F7EC5D,97.5,2018/04/20 00:00:00+00,,routine
39105620,3664CCA0-5056-A20F-9ED6AF89710CB3D1,99,2018/04/20 00:00:00+00,,routine
39105621,494818,99,2018/04/20 00:00:00+00,,routine
39105622,500747,99,2018/04/20 00:00:00+00,,routine
39105623,499704,99,2023/07/05 00:00:00+00,,routine
39105624,8892DD1E-59A7-4D86-A321-3A2961F616C0,99,2023/07/05 00:00:00+00,,routine
39105625,13E63639-13DF-13EB-F1A0679523BCA5CF,94,2018/04/19 00:00:00+00,,routine
39105626,72584256-B897-4B95-0BC0C34F686A4E5E,94,2018/04/18 00:00:00+00,,routine
39105627,F9A4E845-1422-201B-19C87A3E830F2A2D,98.5,2018/04/20 00:00:00+00,,routine
39105628,85DB3F7A-DF22-34BF-4EEAF5E51616CD7A,95,2018/04/23 00:00:00+00,,routine
39105629,AFDBE0BA-3048-98E5-1AA9909C5729B7BD,95,2018/04/23 00:00:00+00,,routine
39105630,CDF02F47-5056-A20B-FAFF91E66B31A7D1,95,2018/04/23 00:00:00+00,,routine
39105631,F11FC9F0-5056-A20B-FACE1ACCB3329DA5,95,2018/04/23 00:00:00+00,,routine
39105632,A514002E-AF0F-38D2-1EAD91EF1380AAFC,96,2018/04/23 00:00:00+00,,routine
39105633,527924,96.5,2018/04/23 00:00:00+00,,routine
39105634,500559,96.5,2018/04/23 00:00:00+00,,routine
39105635,3B65F0E5-5056-A20B-FA440E8682F0B4AD,98.5,2018/04/27 00:00:00+00,,followup
39105636,96F0F66F-5056-A20B-FAA1FD616664CD3D,93,2023/07/19 00:00:00+00,,routine
39105637,3A13A231-978B-9B32-C602E9CE8F238F47,94.5,2018/04/18 00:00:00+00,,routine
39105638,494755,94.5,2018/04/18 00:00:00+00,,routine
39105639,9B791557-9D3A-C5E7-FB105D7794FFE4BE,94.5,2018/04/18 00:00:00+00,,routine
39105640,AAB2D634-5056-A20B-FA00D2663FBC4FAA,88,2018/04/24 00:00:00+00,,routine
39105641,E6976F95-1422-201B-1945A2C116707E68,,2018/04/19 00:00:00+00,,routine
39105642,496658,92,2018/04/24 00:00:00+00,,routine
39105643,89FC2D0D-F8B6-1C0B-3A6408A6131943F1,92,2018/04/24 00:00:00+00,,routine
39105644,B0F6F35D-5056-A20B-FABD59A29656AD20,92,2018/04/24 00:00:00+00,,routine
39105645,13D531F0-B946-12D6-78C3EC64AFE17A6D,95.5,2018/04/25 00:00:00+00,,routine
39105646,89FC2D0D-F8B6-1C0B-3A6408A6131943F1,98.5,2023/07/05 00:00:00+00,,routine
39105647,0396BE7C-5056-A20B-FA84AEE80B8F75F3,95,2018/04/18 00:00:00+00,,routine
39105648,13634463-5056-A20B-FA3153397BCF0080,95,2018/04/18 00:00:00+00,,followup
39105649,2378542C-A508-6420-C5FE0D6C0DC96B02,95,2018/04/19 00:00:00+00,,routine
39105650,497945,95,2018/04/19 00:00:00+00,,routine
39105651,10D8C2DC-15E0-B1E5-8A51E3137020AC26,94.5,2018/04/24 00:00:00+00,,routine
39105652,B13CE900-5056-A20B-FA22EDA8A990D879,94.5,2018/04/24 00:00:00+00,,routine
39105653,363B7580-5056-A20F-9E7985479A8E5C85,95,2018/04/24 00:00:00+00,,routine
39105654,500638,95,2018/04/24 00:00:00+00,,routine
39105655,A55372B5-B899-6519-8E980B77C8A0621E,95.5,2018/04/24 00:00:00+00,,routine
39105656,497911,96,2018/04/24 00:00:00+00,,routine
39105657,498944,96,2018/04/24 00:00:00+00,,routine
39105658,C3C7B801-06F6-EC83-21B4AAF949911D2C,97,2023/07/10 00:00:00+00,,routine
39105659,8CD78C30-5056-A20F-9E2DA29F24E88710,97.5,2023/07/10 00:00:00+00,,routine
39105660,9F249CF8-5056-A20F-9E665E153C9DD3DE,97.5,2023/07/10 00:00:00+00,,routine
39105661,F215DE9A-1422-201B-19801008E496402E,95.5,2018/04/19 00:00:00+00,,routine
39105662,527215,95.5,2018/04/18 00:00:00+00,,routine
39105663,498723,96,2018/04/24 00:00:00+00,,routine
39105664,436FF4BF-5056-A20B-FA59CCB287D1E45C,96.5,2018/04/24 00:00:00+00,,routine
39105665,503760,96.5,2018/04/24 00:00:00+00,,routine
39105666,14EC76DE-108B-13A0-CCBFBCE7618B5D9F,97,2018/04/24 00:00:00+00,,routine
39105667,A895103E-C654-E507-09D9DD7A9E985366,98.5,2018/04/24 00:00:00+00,,routine
39105668,C0988CE6-9161-6366-98A6433D8793971A,99,2018/04/24 00:00:00+00,,routine
39105669,FFDDDE34-A77E-D142-07EF41B212A679BF,92,2018/04/25 00:00:00+00,,routine
39105670,4ACD4512-0292-1387-DFD36C0740181695,93,2018/04/25 00:00:00+00,,routine
39105671,1D9DCC38-1422-201B-1979963B7A7DF9CD,97.5,2023/07/11 00:00:00+00,,routine
39105672,3A5E4081-5056-A20B-FA2CB25FE6E3E170,97.5,2023/07/11 00:00:00+00,,routine
39105673,52B4D12F-6399-4769-81FB-0AE11676B501,97.5,2023/07/11 00:00:00+00,,routine
39105674,6B497397-5056-A20F-9EFAA6B192EF0406,97.5,2023/07/11 00:00:00+00,,routine
39105675,1B300C79-C3AF-D6DE-0411D4101F33E68C,96.5,2018/04/18 00:00:00+00,,routine
39105676,6013406E-5056-A20B-FAAC972596402507,96,2018/04/18 00:00:00+00,,routine
39105677,A0AD1E42-1199-9CBD-11C7D9629DDE3049,96,2018/04/19 00:00:00+00,,routine
39105678,A572FB17-BB5F-76CC-6B27A220CD9A55D1,96,2018/04/19 00:00:00+00,,routine
39105679,CE374D89-5056-A20B-FA59335A689B6743,96,2018/04/18 00:00:00+00,,routine
39105680,20C21FA9-5056-A20B-FA806091D9B9118C,96.5,2018/04/19 00:00:00+00,,routine
39105681,2DBBA277-5056-A20B-FAC5D1ABF24A35BD,96.5,2018/04/18 00:00:00+00,,routine
39105682,3D52A4FC-5056-A20B-FA59405E2AEABCF4,96.5,2018/04/18 00:00:00+00,,routine
39105683,DFF3A882-0CD4-ABB6-98A01DCC3D0DCD6E,97,2018/04/18 00:00:00+00,,routine
39105684,4A8135D4-5056-A20B-FA0761C28C189A36,96.5,2018/04/18 00:00:00+00,,routine
39105685,51E495D9-5056-A20F-9E50348A9FC40304,96.5,2018/04/19 00:00:00+00,,routine
39105686,527104,96.5,2018/04/18 00:00:00+00,,routine
39105687,C009BEE0-A31E-63AD-AFF3F0FFBDDB31C4,96.5,2018/04/18 00:00:00+00,,routine
39105688,DAA705F6-0C53-0CEA-DBC5F33D3CD19FC8,96.5,2018/04/18 00:00:00+00,,routine
39105689,E5640492-10B3-8BC7-ABCB103226CABA6A,96.5,2018/04/19 00:00:00+00,,routine
39105690,EE6E279D-E842-4C0C-2BC29803F85EAD1D,96.5,2018/04/18 00:00:00+00,,routine
39105691,0A9D1E6C-5056-A20F-9E228EB14DE1FF2A,97,2018/04/18 00:00:00+00,,routine
39105692,36A7696A-5056-A20F-9E0E897119B6B1BA,97,2018/04/19 00:00:00+00,,routine
39105693,3C40C477-5056-A20B-FA2B50B2225ECA0A,97,2018/04/18 00:00:00+00,,routine
39105694,48DE5A59-5056-A20B-FA5F7B65B36A4C13,97,2018/04/18 00:00:00+00,,routine
39105695,4B54F663-0B9C-16C4-83132B8093F1752E,97,2018/04/19 00:00:00+00,,routine
39105696,DA8F7FFF-5056-A20F-9E96399838811FCA,97,2018/04/19 00:00:00+00,,routine
39105697,497816,97.5,2018/04/18 00:00:00+00,,followup
39105698,502045,97.5,2018/04/18 00:00:00+00,,routine
39105699,22FB1440-D3FA-CC79-3F1C53EA3D1AE77C,98,2018/04/19 00:00:00+00,,routine
39105700,ADF350E8-D3EC-2852-849D2884F21E28EF,98,2018/04/19 00:00:00+00,,routine
39105701,DA998C5F-5056-A20B-FAFEA4A48CAB104B,98,2018/04/18 00:00:00+00,,routine
39105702,405FD132-C32C-47D1-64E387A161A61EF1,98,2018/04/18 00:00:00+00,,routine
39105703,C248DC4F-5056-A20B-FA46C695D2BE8B02,98,2018/04/18 00:00:00+00,,routine
39105704,D0C7BFAC-5056-A20F-9E5F1EAD51C529C4,98,2018/04/18 00:00:00+00,,routine
39105705,496197,98.5,2018/04/19 00:00:00+00,,routine
39105706,AEDDCB63-5056-A20F-9E3B391576D180BA,98.5,2018/04/18 00:00:00+00,,routine
39105707,1D473064-5056-A20B-FA4E08D286FE0EBB,99,2018/04/18 00:00:00+00,,routine
39105708,3B54D916-5056-A20B-FA26D0E547AFBDE4,99,2018/04/19 00:00:00+00,,routine
39105709,497133,99,2018/04/19 00:00:00+00,,routine
39105710,5EF780C6-CD8F-7767-4CD6F7593F6A874C,99,2018/04/18 00:00:00+00,,routine
39105711,D422ED3B-0EDD-0E9D-903C9BB5F34539E5,99,2018/04/19 00:00:00+00,,routine
39105712,FFF0663D-B59C-23FA-AEE6109229F14A2F,99,2018/04/18 00:00:00+00,,routine
39105713,B22AB604-1422-201B-199549B1BA58C095,99.5,2018/04/19 00:00:00+00,,routine
39105714,721C0BA1-A335-B733-30F35681778C1A94,99.5,2018/04/18 00:00:00+00,,routine
39105715,25FEF9B7-AB6D-160F-E84B54ED0078989F,99.5,2018/04/19 00:00:00+00,,routine
39105716,340FB9D2-1422-201B-198FB6B5B3878B95,95,2018/04/25 00:00:00+00,,routine
39105717,1E1DBDD0-3048-983B-26ACAB5E9315C50D,95,2018/04/25 00:00:00+00,,routine
39105718,AE1442A9-5056-A20B-FAE4EDB428BA87B9,96,2018/04/25 00:00:00+00,,routine
39105719,15B8F2B9-FCA5-BB94-0063A32E5138E3D1,96.5,2018/04/25 00:00:00+00,,routine
39105720,3C89C0D9-1422-201B-19203BCAEDDC5E7B,97.5,2023/06/23 00:00:00+00,,routine
39105721,F849C73E-920F-B5D1-F4D51BF19B4D4060,97.5,2023/06/23 00:00:00+00,,routine
39105722,44B18F25-5056-A20F-9E1D0292AC9AED26,96,2018/04/22 00:00:00+00,,routine
39105723,D6DC2307-F841-96F6-B1A93759C6806F14,98,2018/04/22 00:00:00+00,,routine
39105724,A08B9FD4-5056-A20B-FA19AE51AE4970AE,90,2018/04/23 00:00:00+00,,routine
39105725,942286B3-5056-A20B-FAC8559D2FAFFCD2,91,2018/04/23 00:00:00+00,,routine
39105726,500915,93,2018/04/23 00:00:00+00,,routine
39105727,496447,93,2018/04/23 00:00:00+00,,routine
39105728,E5401410-C7DC-B8AD-4D4D25A9F3DF6CAF,93.5,2018/04/23 00:00:00+00,,routine
39105729,E85A3528-5056-A20F-9EE6813C0873A913,93,2018/04/23 00:00:00+00,,routine
39105730,499748,94,2018/04/23 00:00:00+00,,routine
39105731,501412,95,2018/04/23 00:00:00+00,,routine
39105732,6627D70B-9B1C-CA7F-C44C27110BCE7418,95,2018/04/23 00:00:00+00,,routine
39105733,A5F4450C-AB07-F9A0-463B903B08676A68,97,2023/07/10 00:00:00+00,,routine
39105734,AD2AAA60-AD36-5BA1-CFAB85CCFC0AAFE9,97,2023/07/10 00:00:00+00,,routine
39105735,5081EFD3-D713-42DB-F1166425DEDF9D97,96.5,2018/04/23 00:00:00+00,,routine
39105736,183D3115-B6C4-1668-87CE86343B41C5E3,96.5,2018/04/23 00:00:00+00,,routine
39105737,C165A2DB-08C8-21F3-FDAD90AC252B3F18,97.5,2018/04/25 00:00:00+00,,routine
39105738,77C720FF-C117-D40A-221E1D6F8F356CC2,97.5,2018/04/25 00:00:00+00,,routine
39105739,496636,98,2018/04/25 00:00:00+00,,routine
39105740,526554,98,2018/04/25 00:00:00+00,,routine
39105741,B1481F66-CC98-F710-9A80460E87FB8FFA,98.5,2018/04/25 00:00:00+00,,routine
39105742,DBB133EB-5056-A20F-9E8A6CE703AFEB29,83.5,2018/04/27 00:00:00+00,,routine
39105743,B6BAC401-BAA3-10FA-0795B50CBCD56A1B,93.5,2018/04/27 00:00:00+00,,routine
39105744,FE394E98-FE32-874C-07F7FD4F4416B49B,94.5,2018/04/27 00:00:00+00,,routine
39105745,8AB9D76B-07F9-71EE-1437B87A7A68029B,97.5,2023/07/11 00:00:00+00,,routine
39105746,0EF8B4DE-5056-A20B-FA5DB0B3FD6D078A,98,2023/06/15 00:00:00+00,,routine
39105747,2B513A43-E231-EBD6-6BE6DBC3BB795F6B,98,2023/06/15 00:00:00+00,,routine
39105748,D8F7DFA4-D370-B3AB-1471451E5B02C779,97.5,2023/07/11 00:00:00+00,,routine
39105749,3A42EBA5-E40F-DF58-19D91C836EE058E9,97,2018/04/23 00:00:00+00,,routine
39105750,498673,92,2018/04/29 00:00:00+00,,routine
39105751,4BC0856C-5056-A20B-FA5C1B6DA3BF7419,98,2018/04/29 00:00:00+00,,routine
39105752,477ABA36-5056-A20B-FA023930112ED165,99,2018/04/29 00:00:00+00,,routine
39105753,676B2989-93D0-2F16-49FDFC6A9C67625C,92.5,2018/05/02 00:00:00+00,,routine
39105754,BA87875B-9E36-876C-3636B58B353E51C5,94,2018/05/02 00:00:00+00,,routine
39105755,2F3440D7-BB9A-07AC-79CCAC705D9C07BB,96,2018/05/02 00:00:00+00,,routine
39105756,F2052F4B-EB23-66D8-D1BA1ADE91728757,96.5,2018/05/02 00:00:00+00,,routine
39105757,D13C8DEC-AC70-D696-CFF56AB6B589A8D6,97,2018/05/02 00:00:00+00,,routine
39105758,8394B0F6-5056-A20F-9E830EB4074D3976,98,2018/05/02 00:00:00+00,,routine
39105759,4A446FB0-C556-A9B2-7FAD6972913FE7F6,95,2023/06/14 00:00:00+00,,routine
