,LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
0,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1974-06-01,102.2183,
1,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1974-07-01,102.0932,
2,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1974-08-01,101.981,
3,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1974-09-01,101.9016,
4,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1974-10-01,101.8643,
5,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1974-11-01,101.8164,
6,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1974-12-01,101.6802,
7,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1975-01-01,101.4014,
8,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1975-02-01,101.0854,
9,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1975-03-01,100.8839,
10,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1975-04-01,100.9205,
11,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1975-05-01,101.0999,
12,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1975-06-01,101.3002,
13,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1975-07-01,101.4216,
14,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1975-08-01,101.4145,
15,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1975-09-01,101.1907,
16,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1975-10-01,100.6629,
17,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1975-11-01,100.0016,
18,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1975-12-01,99.41203,
19,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1976-01-01,99.04575,
20,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1976-02-01,98.83975,
21,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1976-03-01,98.71972,
22,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1976-04-01,98.64288,
23,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1976-05-01,98.55503,
24,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1976-06-01,98.40205,
25,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1976-07-01,98.15257,
26,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1976-08-01,97.88571,
27,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1976-09-01,97.71433,
28,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1976-10-01,97.72578,
29,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1976-11-01,97.82701,
30,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1976-12-01,97.89629,
31,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1977-01-01,97.84502,
32,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1977-02-01,97.71159,
33,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1977-03-01,97.54948,
34,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1977-04-01,97.3977,
35,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1977-05-01,97.2797,
36,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1977-06-01,97.22475,
37,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1977-07-01,97.25546,
38,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1977-08-01,97.31222,
39,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1977-09-01,97.32037,
40,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1977-10-01,97.23132,
41,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1977-11-01,97.1122,
42,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1977-12-01,97.07186,
43,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1978-01-01,97.2169,
44,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1978-02-01,97.52885,
45,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1978-03-01,98.01282,
46,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1978-04-01,98.67896,
47,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1978-05-01,99.3522,
48,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1978-06-01,99.78886,
49,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1978-07-01,99.78632,
50,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1978-08-01,99.52917,
51,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1978-09-01,99.23294,
52,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1978-10-01,99.04243,
53,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1978-11-01,98.96917,
54,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1978-12-01,99.01671,
55,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1979-01-01,99.18859,
56,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1979-02-01,99.37563,
57,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1979-03-01,99.44491,
58,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1979-04-01,99.31377,
59,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1979-05-01,99.14142,
60,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1979-06-01,99.16653,
61,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1979-07-01,99.58604,
62,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1979-08-01,100.2364,
63,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1979-09-01,100.9243,
64,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1979-10-01,101.5268,
65,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1979-11-01,102.0532,
66,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1979-12-01,102.5321,
67,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1980-01-01,102.974,
68,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1980-02-01,103.3821,
69,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1980-03-01,103.7345,
70,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1980-04-01,103.9995,
71,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1980-05-01,104.2077,
72,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1980-06-01,104.3829,
73,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1980-07-01,104.5292,
74,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1980-08-01,104.6516,
75,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1980-09-01,104.7403,
76,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1980-10-01,104.7789,
77,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1980-11-01,104.7857,
78,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1980-12-01,104.7755,
79,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1981-01-01,104.7526,
80,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1981-02-01,104.7211,
81,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1981-03-01,104.6753,
82,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1981-04-01,104.5983,
83,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1981-05-01,104.4753,
84,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1981-06-01,104.273,
85,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1981-07-01,103.9644,
86,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1981-08-01,103.6333,
87,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1981-09-01,103.3915,
88,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1981-10-01,103.3185,
89,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1981-11-01,103.312,
90,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1981-12-01,103.226,
91,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1982-01-01,102.9423,
92,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1982-02-01,102.5224,
93,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1982-03-01,102.0337,
94,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1982-04-01,101.5136,
95,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1982-05-01,101.0009,
96,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1982-06-01,100.5344,
97,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1982-07-01,100.1433,
98,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1982-08-01,99.79224,
99,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1982-09-01,99.44586,
100,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1982-10-01,99.09392,
101,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1982-11-01,98.77135,
102,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1982-12-01,98.55147,
103,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1983-01-01,98.50971,
104,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1983-02-01,98.5847,
105,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1983-03-01,98.71791,
106,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1983-04-01,98.87646,
107,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1983-05-01,99.01783,
108,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1983-06-01,99.09435,
109,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1983-07-01,99.07494,
110,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1983-08-01,99.03172,
111,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1983-09-01,99.06145,
112,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1983-10-01,99.23108,
113,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1983-11-01,99.44998,
114,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1983-12-01,99.59399,
115,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1984-01-01,99.58004,
116,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1984-02-01,99.51573,
117,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1984-03-01,99.55019,
118,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1984-04-01,99.77525,
119,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1984-05-01,100.0279,
120,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1984-06-01,100.0569,
121,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1984-07-01,99.66082,
122,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1984-08-01,99.05145,
123,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1984-09-01,98.49898,
124,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1984-10-01,98.19134,
125,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1984-11-01,98.03647,
126,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1984-12-01,97.90469,
127,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1985-01-01,97.71836,
128,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1985-02-01,97.51837,
129,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1985-03-01,97.38958,
130,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1985-04-01,97.3998,
131,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1985-05-01,97.4677,
132,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1985-06-01,97.48298,
133,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1985-07-01,97.36906,
134,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1985-08-01,97.19815,
135,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1985-09-01,97.07694,
136,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1985-10-01,97.08913,
137,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1985-11-01,97.18832,
138,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1985-12-01,97.31628,
139,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1986-01-01,97.43423,
140,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1986-02-01,97.52541,
141,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1986-03-01,97.57491,
142,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1986-04-01,97.57639,
143,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1986-05-01,97.58043,
144,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1986-06-01,97.66047,
145,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1986-07-01,97.87608,
146,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1986-08-01,98.16032,
147,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1986-09-01,98.43037,
148,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1986-10-01,98.62939,
149,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1986-11-01,98.78277,
150,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1986-12-01,98.92943,
151,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1987-01-01,99.09904,
152,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1987-02-01,99.29581,
153,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1987-03-01,99.52453,
154,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1987-04-01,99.78958,
155,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1987-05-01,100.0619,
156,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1987-06-01,100.3075,
157,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1987-07-01,100.5086,
158,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1987-08-01,100.7119,
159,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1987-09-01,100.9904,
160,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1987-10-01,101.403,
161,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1987-11-01,101.8794,
162,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1987-12-01,102.3291,
163,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1988-01-01,102.6871,
164,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1988-02-01,102.9859,
165,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1988-03-01,103.2587,
166,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1988-04-01,103.5013,
167,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1988-05-01,103.6603,
168,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1988-06-01,103.6194,
169,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1988-07-01,103.2676,
170,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1988-08-01,102.7697,
171,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1988-09-01,102.3299,
172,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1988-10-01,102.1032,
173,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1988-11-01,102.0477,
174,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1988-12-01,102.119,
175,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1989-01-01,102.293,
176,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1989-02-01,102.4618,
177,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1989-03-01,102.488,
178,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1989-04-01,102.2647,
179,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1989-05-01,101.9171,
180,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1989-06-01,101.6022,
181,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1989-07-01,101.4318,
182,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1989-08-01,101.3641,
183,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1989-09-01,101.3407,
184,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1989-10-01,101.3225,
185,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1989-11-01,101.2798,
186,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1989-12-01,101.1781,
187,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1990-01-01,100.9881,
188,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1990-02-01,100.7553,
189,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1990-03-01,100.5281,
190,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1990-04-01,100.3308,
191,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1990-05-01,100.1287,
192,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1990-06-01,99.86308,
193,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1990-07-01,99.49009,
194,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1990-08-01,99.08305,
195,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1990-09-01,98.74894,
196,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1990-10-01,98.57871,
197,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1990-11-01,98.52479,
198,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1990-12-01,98.53864,
199,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1991-01-01,98.59207,
200,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1991-02-01,98.6308,
201,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1991-03-01,98.58624,
202,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1991-04-01,98.40201,
203,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1991-05-01,98.14371,
204,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1991-06-01,97.88963,
205,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1991-07-01,97.69545,
206,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1991-08-01,97.55476,
207,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1991-09-01,97.46279,
208,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1991-10-01,97.42657,
209,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1991-11-01,97.42647,
210,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1991-12-01,97.45241,
211,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1992-01-01,97.50396,
212,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1992-02-01,97.5644,
213,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1992-03-01,97.61441,
214,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1992-04-01,97.63686,
215,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1992-05-01,97.63202,
216,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1992-06-01,97.59517,
217,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1992-07-01,97.52138,
218,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1992-08-01,97.44238,
219,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1992-09-01,97.40252,
220,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1992-10-01,97.43984,
221,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1992-11-01,97.52816,
222,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1992-12-01,97.63754,
223,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1993-01-01,97.7439,
224,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1993-02-01,97.8174,
225,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1993-03-01,97.81403,
226,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1993-04-01,97.6999,
227,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1993-05-01,97.55251,
228,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1993-06-01,97.47913,
229,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1993-07-01,97.5685,
230,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1993-08-01,97.76852,
231,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1993-09-01,98.02512,
232,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1993-10-01,98.31067,
233,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1993-11-01,98.59567,
234,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1993-12-01,98.85678,
235,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1994-01-01,99.08534,
236,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1994-02-01,99.31989,
237,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1994-03-01,99.61328,
238,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1994-04-01,99.99384,
239,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1994-05-01,100.3677,
240,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1994-06-01,100.5949,
241,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1994-07-01,100.5722,
242,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1994-08-01,100.4625,
243,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1994-09-01,100.4894,
244,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1994-10-01,100.8184,
245,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1994-11-01,101.3014,
246,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1994-12-01,101.7355,
247,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1995-01-01,101.9666,
248,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1995-02-01,102.0423,
249,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1995-03-01,102.0141,
250,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1995-04-01,101.8937,
251,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1995-05-01,101.7139,
252,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1995-06-01,101.4862,
253,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1995-07-01,101.2176,
254,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1995-08-01,100.9745,
255,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1995-09-01,100.8586,
256,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1995-10-01,100.9557,
257,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1995-11-01,101.1588,
258,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1995-12-01,101.3312,
259,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1996-01-01,101.3645,
260,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1996-02-01,101.2677,
261,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1996-03-01,101.0354,
262,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1996-04-01,100.6467,
263,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1996-05-01,100.2004,
264,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1996-06-01,99.81366,
265,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1996-07-01,99.57941,
266,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1996-08-01,99.46368,
267,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1996-09-01,99.44207,
268,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1996-10-01,99.51754,
269,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1996-11-01,99.64422,
270,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1996-12-01,99.78242,
271,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1997-01-01,99.9024,
272,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1997-02-01,99.97664,
273,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1997-03-01,99.95772,
274,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1997-04-01,99.80196,
275,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1997-05-01,99.58617,
276,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1997-06-01,99.4025,
277,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1997-07-01,99.31319,
278,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1997-08-01,99.27341,
279,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1997-09-01,99.2205,
280,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1997-10-01,99.11372,
281,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1997-11-01,98.98726,
282,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1997-12-01,98.89383,
283,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1998-01-01,98.86809,
284,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1998-02-01,98.85694,
285,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1998-03-01,98.77795,
286,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1998-04-01,98.56303,
287,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1998-05-01,98.27016,
288,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1998-06-01,97.97199,
289,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1998-07-01,97.72264,
290,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1998-08-01,97.52962,
291,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1998-09-01,97.40746,
292,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1998-10-01,97.37506,
293,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1998-11-01,97.38214,
294,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1998-12-01,97.37423,
295,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1999-01-01,97.3182,
296,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1999-02-01,97.24284,
297,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1999-03-01,97.19698,
298,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1999-04-01,97.22701,
299,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1999-05-01,97.32493,
300,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1999-06-01,97.4961,
301,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1999-07-01,97.75924,
302,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1999-08-01,98.07307,
303,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1999-09-01,98.39938,
304,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1999-10-01,98.71536,
305,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1999-11-01,99.0135,
306,ZAF,BCI,AMPLITUD,LTRENDIDX,M,1999-12-01,99.27919,
307,ZAF,BCI,AMPLITUD,LTRENDIDX,M,2000-01-01,99.48608,
308,ZAF,BCI,AMPLITUD,LTRENDIDX,M,2000-02-01,99.62403,
309,ZAF,BCI,AMPLITUD,LTRENDIDX,M,2000-03-01,99.6553,
310,ZAF,BCI,AMPLITUD,LTRENDIDX,M,2000-04-01,99.53966,
311,ZAF,BCI,AMPLITUD,LTRENDIDX,M,2000-05-01,99.36622,
312,ZAF,BCI,AMPLITUD,LTRENDIDX,M,2000-06-01,99.24078,
313,ZAF,BCI,AMPLITUD,LTRENDIDX,M,2000-07-01,99.23089,
314,ZAF,BCI,AMPLITUD,LTRENDIDX,M,2000-08-01,99.26298,
315,ZAF,BCI,AMPLITUD,LTRENDIDX,M,2000-09-01,99.23012,
316,ZAF,BCI,AMPLITUD,LTRENDIDX,M,2000-10-01,99.05777,
317,ZAF,BCI,AMPLITUD,LTRENDIDX,M,2000-11-01,98.8345,
318,ZAF,BCI,AMPLITUD,LTRENDIDX,M,2000-12-01,98.69078,
319,ZAF,BCI,AMPLITUD,LTRENDIDX,M,2001-01-01,98.72865,
320,ZAF,BCI,AMPLITUD,LTRENDIDX,M,2001-02-01,98.87193,
321,ZAF,BCI,AMPLITUD,LTRENDIDX,M,2001-03-01,99.02399,
322,ZAF,BCI,AMPLITUD,LTRENDIDX,M,2001-04-01,99.12025,
323,ZAF,BCI,AMPLITUD,LTRENDIDX,M,2001-05-01,99.17183,
