,LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
2002,FIN,BCI,AMPLITUD,LTRENDIDX,M,2020-11-01,98.16369,
2003,FIN,BCI,AMPLITUD,LTRENDIDX,M,2020-12-01,98.92632,
2004,FIN,BCI,AMPLITUD,LTRENDIDX,M,2021-01-01,99.55845,
2005,FIN,BCI,AMPLITUD,LTRENDIDX,M,2021-02-01,100.0033,
2006,FIN,BCI,AMPLITUD,LTRENDIDX,M,2021-03-01,100.5879,
2007,FIN,BCI,AMPLITUD,LTRENDIDX,M,2021-04-01,101.242,
2008,FIN,BCI,AMPLITUD,LTRENDIDX,M,2021-05-01,101.8769,
2009,FIN,BCI,AMPLITUD,LTRENDIDX,M,2021-06-01,102.3888,
2010,FIN,BCI,AMPLITUD,LTRENDIDX,M,2021-07-01,102.7122,
2011,FIN,BCI,AMPLITUD,LTRENDIDX,M,2021-08-01,103.0272,
2012,FIN,BCI,AMPLITUD,LTRENDIDX,M,2021-09-01,103.1755,
2013,FIN,BCI,AMPLITUD,LTRENDIDX,M,2021-10-01,103.2025,
2014,FIN,BCI,AMPLITUD,LTRENDIDX,M,2021-11-01,103.0554,
2015,FIN,BCI,AMPLITUD,LTRENDIDX,M,2021-12-01,102.8169,
2016,FIN,BCI,AMPLITUD,LTRENDIDX,M,2022-01-01,102.7292,
2017,FIN,BCI,AMPLITUD,LTRENDIDX,M,2022-02-01,102.6837,
2018,FIN,BCI,AMPLITUD,LTRENDIDX,M,2022-03-01,102.3852,
2019,FIN,BCI,AMPLITUD,LTRENDIDX,M,2022-04-01,102.039,
2020,FIN,BCI,AMPLITUD,LTRENDIDX,M,2022-05-01,101.6408,
2021,FIN,BCI,AMPLITUD,LTRENDIDX,M,2022-06-01,101.1391,
2022,FIN,BCI,AMPLITUD,LTRENDIDX,M,2022-07-01,100.5885,
2023,FIN,BCI,AMPLITUD,LTRENDIDX,M,2022-08-01,100.0549,
2024,FIN,BCI,AMPLITUD,LTRENDIDX,M,2022-09-01,99.55495,
2025,FIN,BCI,AMPLITUD,LTRENDIDX,M,2022-10-01,99.09942,
2026,FIN,BCI,AMPLITUD,LTRENDIDX,M,2022-11-01,98.81133,
2027,FIN,BCI,AMPLITUD,LTRENDIDX,M,2022-12-01,98.8154,
2028,FIN,BCI,AMPLITUD,LTRENDIDX,M,2023-01-01,99.03678,
2029,G-7,BCI,AMPLITUD,LTRENDIDX,M,1962-12-01,100.9591,
2030,G-7,BCI,AMPLITUD,LTRENDIDX,M,1963-01-01,100.9745,
2031,G-7,BCI,AMPLITUD,LTRENDIDX,M,1963-02-01,100.982,
2032,G-7,BCI,AMPLITUD,LTRENDIDX,M,1963-03-01,101.0676,
2033,G-7,BCI,AMPLITUD,LTRENDIDX,M,1963-04-01,101.258,
2034,G-7,BCI,AMPLITUD,LTRENDIDX,M,1963-05-01,101.3919,
2035,G-7,BCI,AMPLITUD,LTRENDIDX,M,1963-06-01,101.3302,
2036,G-7,BCI,AMPLITUD,LTRENDIDX,M,1963-07-01,101.1744,
2037,G-7,BCI,AMPLITUD,LTRENDIDX,M,1963-08-01,101.1055,
2038,G-7,BCI,AMPLITUD,LTRENDIDX,M,1963-09-01,101.1425,
2039,G-7,BCI,AMPLITUD,LTRENDIDX,M,1963-10-01,101.1598,
2040,G-7,BCI,AMPLITUD,LTRENDIDX,M,1963-11-01,101.0965,
2041,G-7,BCI,AMPLITUD,LTRENDIDX,M,1963-12-01,101.0209,
2042,G-7,BCI,AMPLITUD,LTRENDIDX,M,1964-01-01,101.087,
2043,G-7,BCI,AMPLITUD,LTRENDIDX,M,1964-02-01,101.1868,
2044,G-7,BCI,AMPLITUD,LTRENDIDX,M,1964-03-01,101.2937,
2045,G-7,BCI,AMPLITUD,LTRENDIDX,M,1964-04-01,101.315,
2046,G-7,BCI,AMPLITUD,LTRENDIDX,M,1964-05-01,101.3429,
2047,G-7,BCI,AMPLITUD,LTRENDIDX,M,1964-06-01,101.477,
2048,G-7,BCI,AMPLITUD,LTRENDIDX,M,1964-07-01,101.6611,
2049,G-7,BCI,AMPLITUD,LTRENDIDX,M,1964-08-01,101.7616,
2050,G-7,BCI,AMPLITUD,LTRENDIDX,M,1964-09-01,101.7399,
2051,G-7,BCI,AMPLITUD,LTRENDIDX,M,1964-10-01,101.6287,
2052,G-7,BCI,AMPLITUD,LTRENDIDX,M,1964-11-01,101.5761,
2053,G-7,BCI,AMPLITUD,LTRENDIDX,M,1964-12-01,101.5711,
2054,G-7,BCI,AMPLITUD,LTRENDIDX,M,1965-01-01,101.6152,
2055,G-7,BCI,AMPLITUD,LTRENDIDX,M,1965-02-01,101.7478,
2056,G-7,BCI,AMPLITUD,LTRENDIDX,M,1965-03-01,101.8472,
2057,G-7,BCI,AMPLITUD,LTRENDIDX,M,1965-04-01,101.7362,
2058,G-7,BCI,AMPLITUD,LTRENDIDX,M,1965-05-01,101.5249,
2059,G-7,BCI,AMPLITUD,LTRENDIDX,M,1965-06-01,101.3073,
2060,G-7,BCI,AMPLITUD,LTRENDIDX,M,1965-07-01,101.2026,
2061,G-7,BCI,AMPLITUD,LTRENDIDX,M,1965-08-01,101.2166,
2062,G-7,BCI,AMPLITUD,LTRENDIDX,M,1965-09-01,101.2899,
2063,G-7,BCI,AMPLITUD,LTRENDIDX,M,1965-10-01,101.3176,
2064,G-7,BCI,AMPLITUD,LTRENDIDX,M,1965-11-01,101.4725,
2065,G-7,BCI,AMPLITUD,LTRENDIDX,M,1965-12-01,101.7747,
2066,G-7,BCI,AMPLITUD,LTRENDIDX,M,1966-01-01,102.0758,
2067,G-7,BCI,AMPLITUD,LTRENDIDX,M,1966-02-01,102.196,
2068,G-7,BCI,AMPLITUD,LTRENDIDX,M,1966-03-01,102.1161,
2069,G-7,BCI,AMPLITUD,LTRENDIDX,M,1966-04-01,101.8182,
2070,G-7,BCI,AMPLITUD,LTRENDIDX,M,1966-05-01,101.4154,
2071,G-7,BCI,AMPLITUD,LTRENDIDX,M,1966-06-01,101.2057,
2072,G-7,BCI,AMPLITUD,LTRENDIDX,M,1966-07-01,101.1049,
2073,G-7,BCI,AMPLITUD,LTRENDIDX,M,1966-08-01,100.967,
2074,G-7,BCI,AMPLITUD,LTRENDIDX,M,1966-09-01,100.7541,
2075,G-7,BCI,AMPLITUD,LTRENDIDX,M,1966-10-01,100.4261,
2076,G-7,BCI,AMPLITUD,LTRENDIDX,M,1966-11-01,100.0179,
2077,G-7,BCI,AMPLITUD,LTRENDIDX,M,1966-12-01,99.65627,
2078,G-7,BCI,AMPLITUD,LTRENDIDX,M,1967-01-01,99.29876,
2079,G-7,BCI,AMPLITUD,LTRENDIDX,M,1967-02-01,98.97118,
2080,G-7,BCI,AMPLITUD,LTRENDIDX,M,1967-03-01,98.69486,
2081,G-7,BCI,AMPLITUD,LTRENDIDX,M,1967-04-01,98.58076,
2082,G-7,BCI,AMPLITUD,LTRENDIDX,M,1967-05-01,98.7331,
2083,G-7,BCI,AMPLITUD,LTRENDIDX,M,1967-06-01,99.07522,
2084,G-7,BCI,AMPLITUD,LTRENDIDX,M,1967-07-01,99.52204,
2085,G-7,BCI,AMPLITUD,LTRENDIDX,M,1967-08-01,99.94992,
2086,G-7,BCI,AMPLITUD,LTRENDIDX,M,1967-09-01,100.2867,
2087,G-7,BCI,AMPLITUD,LTRENDIDX,M,1967-10-01,100.4746,
2088,G-7,BCI,AMPLITUD,LTRENDIDX,M,1967-11-01,100.6054,
2089,G-7,BCI,AMPLITUD,LTRENDIDX,M,1967-12-01,100.7143,
2090,G-7,BCI,AMPLITUD,LTRENDIDX,M,1968-01-01,100.7776,
2091,G-7,BCI,AMPLITUD,LTRENDIDX,M,1968-02-01,100.7923,
2092,G-7,BCI,AMPLITUD,LTRENDIDX,M,1968-03-01,100.8661,
2093,G-7,BCI,AMPLITUD,LTRENDIDX,M,1968-04-01,101.0136,
2094,G-7,BCI,AMPLITUD,LTRENDIDX,M,1968-05-01,101.0199,
2095,G-7,BCI,AMPLITUD,LTRENDIDX,M,1968-06-01,100.984,
2096,G-7,BCI,AMPLITUD,LTRENDIDX,M,1968-07-01,101.004,
2097,G-7,BCI,AMPLITUD,LTRENDIDX,M,1968-08-01,101.0617,
2098,G-7,BCI,AMPLITUD,LTRENDIDX,M,1968-09-01,101.2025,
2099,G-7,BCI,AMPLITUD,LTRENDIDX,M,1968-10-01,101.4619,
2100,G-7,BCI,AMPLITUD,LTRENDIDX,M,1968-11-01,101.6459,
2101,G-7,BCI,AMPLITUD,LTRENDIDX,M,1968-12-01,101.6762,
2102,G-7,BCI,AMPLITUD,LTRENDIDX,M,1969-01-01,101.7058,
2103,G-7,BCI,AMPLITUD,LTRENDIDX,M,1969-02-01,101.8116,
2104,G-7,BCI,AMPLITUD,LTRENDIDX,M,1969-03-01,101.8942,
2105,G-7,BCI,AMPLITUD,LTRENDIDX,M,1969-04-01,101.892,
2106,G-7,BCI,AMPLITUD,LTRENDIDX,M,1969-05-01,101.8629,
2107,G-7,BCI,AMPLITUD,LTRENDIDX,M,1969-06-01,101.7556,
2108,G-7,BCI,AMPLITUD,LTRENDIDX,M,1969-07-01,101.6464,
2109,G-7,BCI,AMPLITUD,LTRENDIDX,M,1969-08-01,101.652,
2110,G-7,BCI,AMPLITUD,LTRENDIDX,M,1969-09-01,101.6476,
2111,G-7,BCI,AMPLITUD,LTRENDIDX,M,1969-10-01,101.5853,
2112,G-7,BCI,AMPLITUD,LTRENDIDX,M,1969-11-01,101.4017,
2113,G-7,BCI,AMPLITUD,LTRENDIDX,M,1969-12-01,101.0997,
2114,G-7,BCI,AMPLITUD,LTRENDIDX,M,1970-01-01,100.712,
2115,G-7,BCI,AMPLITUD,LTRENDIDX,M,1970-02-01,100.373,
2116,G-7,BCI,AMPLITUD,LTRENDIDX,M,1970-03-01,100.1135,
2117,G-7,BCI,AMPLITUD,LTRENDIDX,M,1970-04-01,99.98218,
2118,G-7,BCI,AMPLITUD,LTRENDIDX,M,1970-05-01,100.051,
2119,G-7,BCI,AMPLITUD,LTRENDIDX,M,1970-06-01,100.177,
2120,G-7,BCI,AMPLITUD,LTRENDIDX,M,1970-07-01,100.0828,
2121,G-7,BCI,AMPLITUD,LTRENDIDX,M,1970-08-01,99.73838,
2122,G-7,BCI,AMPLITUD,LTRENDIDX,M,1970-09-01,99.2654,
2123,G-7,BCI,AMPLITUD,LTRENDIDX,M,1970-10-01,98.8794,
2124,G-7,BCI,AMPLITUD,LTRENDIDX,M,1970-11-01,98.78745,
2125,G-7,BCI,AMPLITUD,LTRENDIDX,M,1970-12-01,99.10552,
2126,G-7,BCI,AMPLITUD,LTRENDIDX,M,1971-01-01,99.55128,
2127,G-7,BCI,AMPLITUD,LTRENDIDX,M,1971-02-01,99.95928,
2128,G-7,BCI,AMPLITUD,LTRENDIDX,M,1971-03-01,100.0761,
2129,G-7,BCI,AMPLITUD,LTRENDIDX,M,1971-04-01,100.1634,
2130,G-7,BCI,AMPLITUD,LTRENDIDX,M,1971-05-01,100.1746,
2131,G-7,BCI,AMPLITUD,LTRENDIDX,M,1971-06-01,100.1186,
2132,G-7,BCI,AMPLITUD,LTRENDIDX,M,1971-07-01,100.0287,
2133,G-7,BCI,AMPLITUD,LTRENDIDX,M,1971-08-01,99.924,
2134,G-7,BCI,AMPLITUD,LTRENDIDX,M,1971-09-01,99.90588,
2135,G-7,BCI,AMPLITUD,LTRENDIDX,M,1971-10-01,99.95493,
2136,G-7,BCI,AMPLITUD,LTRENDIDX,M,1971-11-01,100.1091,
2137,G-7,BCI,AMPLITUD,LTRENDIDX,M,1971-12-01,100.4906,
2138,G-7,BCI,AMPLITUD,LTRENDIDX,M,1972-01-01,100.8497,
2139,G-7,BCI,AMPLITUD,LTRENDIDX,M,1972-02-01,101.0696,
2140,G-7,BCI,AMPLITUD,LTRENDIDX,M,1972-03-01,101.1389,
2141,G-7,BCI,AMPLITUD,LTRENDIDX,M,1972-04-01,101.1495,
2142,G-7,BCI,AMPLITUD,LTRENDIDX,M,1972-05-01,101.179,
2143,G-7,BCI,AMPLITUD,LTRENDIDX,M,1972-06-01,101.207,
2144,G-7,BCI,AMPLITUD,LTRENDIDX,M,1972-07-01,101.3781,
2145,G-7,BCI,AMPLITUD,LTRENDIDX,M,1972-08-01,101.7169,
2146,G-7,BCI,AMPLITUD,LTRENDIDX,M,1972-09-01,102.1777,
2147,G-7,BCI,AMPLITUD,LTRENDIDX,M,1972-10-01,102.6403,
2148,G-7,BCI,AMPLITUD,LTRENDIDX,M,1972-11-01,103.038,
2149,G-7,BCI,AMPLITUD,LTRENDIDX,M,1972-12-01,103.316,
2150,G-7,BCI,AMPLITUD,LTRENDIDX,M,1973-01-01,103.475,
2151,G-7,BCI,AMPLITUD,LTRENDIDX,M,1973-02-01,103.447,
2152,G-7,BCI,AMPLITUD,LTRENDIDX,M,1973-03-01,103.315,
2153,G-7,BCI,AMPLITUD,LTRENDIDX,M,1973-04-01,103.0865,
2154,G-7,BCI,AMPLITUD,LTRENDIDX,M,1973-05-01,102.7802,
2155,G-7,BCI,AMPLITUD,LTRENDIDX,M,1973-06-01,102.4539,
2156,G-7,BCI,AMPLITUD,LTRENDIDX,M,1973-07-01,102.1457,
2157,G-7,BCI,AMPLITUD,LTRENDIDX,M,1973-08-01,102.1735,
2158,G-7,BCI,AMPLITUD,LTRENDIDX,M,1973-09-01,102.3058,
2159,G-7,BCI,AMPLITUD,LTRENDIDX,M,1973-10-01,102.4121,
2160,G-7,BCI,AMPLITUD,LTRENDIDX,M,1973-11-01,102.3897,
2161,G-7,BCI,AMPLITUD,LTRENDIDX,M,1973-12-01,102.1466,
2162,G-7,BCI,AMPLITUD,LTRENDIDX,M,1974-01-01,101.8462,
2163,G-7,BCI,AMPLITUD,LTRENDIDX,M,1974-02-01,101.5778,
2164,G-7,BCI,AMPLITUD,LTRENDIDX,M,1974-03-01,101.4195,
2165,G-7,BCI,AMPLITUD,LTRENDIDX,M,1974-04-01,101.1415,
2166,G-7,BCI,AMPLITUD,LTRENDIDX,M,1974-05-01,100.7525,
2167,G-7,BCI,AMPLITUD,LTRENDIDX,M,1974-06-01,100.4812,
2168,G-7,BCI,AMPLITUD,LTRENDIDX,M,1974-07-01,100.023,
2169,G-7,BCI,AMPLITUD,LTRENDIDX,M,1974-08-01,99.38219,
2170,G-7,BCI,AMPLITUD,LTRENDIDX,M,1974-09-01,98.53384,
2171,G-7,BCI,AMPLITUD,LTRENDIDX,M,1974-10-01,97.67603,
2172,G-7,BCI,AMPLITUD,LTRENDIDX,M,1974-11-01,96.86829,
2173,G-7,BCI,AMPLITUD,LTRENDIDX,M,1974-12-01,96.24528,
2174,G-7,BCI,AMPLITUD,LTRENDIDX,M,1975-01-01,96.00726,
2175,G-7,BCI,AMPLITUD,LTRENDIDX,M,1975-02-01,96.05357,
2176,G-7,BCI,AMPLITUD,LTRENDIDX,M,1975-03-01,96.20824,
2177,G-7,BCI,AMPLITUD,LTRENDIDX,M,1975-04-01,96.58565,
2178,G-7,BCI,AMPLITUD,LTRENDIDX,M,1975-05-01,97.05103,
2179,G-7,BCI,AMPLITUD,LTRENDIDX,M,1975-06-01,97.53902,
2180,G-7,BCI,AMPLITUD,LTRENDIDX,M,1975-07-01,98.04487,
2181,G-7,BCI,AMPLITUD,LTRENDIDX,M,1975-08-01,98.58263,
2182,G-7,BCI,AMPLITUD,LTRENDIDX,M,1975-09-01,99.04996,
2183,G-7,BCI,AMPLITUD,LTRENDIDX,M,1975-10-01,99.3754,
2184,G-7,BCI,AMPLITUD,LTRENDIDX,M,1975-11-01,99.606,
2185,G-7,BCI,AMPLITUD,LTRENDIDX,M,1975-12-01,99.90112,
2186,G-7,BCI,AMPLITUD,LTRENDIDX,M,1976-01-01,100.2041,
2187,G-7,BCI,AMPLITUD,LTRENDIDX,M,1976-02-01,100.4537,
2188,G-7,BCI,AMPLITUD,LTRENDIDX,M,1976-03-01,100.5829,
2189,G-7,BCI,AMPLITUD,LTRENDIDX,M,1976-04-01,100.6912,
2190,G-7,BCI,AMPLITUD,LTRENDIDX,M,1976-05-01,100.6887,
2191,G-7,BCI,AMPLITUD,LTRENDIDX,M,1976-06-01,100.6091,
2192,G-7,BCI,AMPLITUD,LTRENDIDX,M,1976-07-01,100.4508,
2193,G-7,BCI,AMPLITUD,LTRENDIDX,M,1976-08-01,100.265,
2194,G-7,BCI,AMPLITUD,LTRENDIDX,M,1976-09-01,100.0919,
2195,G-7,BCI,AMPLITUD,LTRENDIDX,M,1976-10-01,99.95643,
2196,G-7,BCI,AMPLITUD,LTRENDIDX,M,1976-11-01,99.87521,
2197,G-7,BCI,AMPLITUD,LTRENDIDX,M,1976-12-01,99.89777,
2198,G-7,BCI,AMPLITUD,LTRENDIDX,M,1977-01-01,99.85661,
2199,G-7,BCI,AMPLITUD,LTRENDIDX,M,1977-02-01,99.8297,
2200,G-7,BCI,AMPLITUD,LTRENDIDX,M,1977-03-01,99.83646,
2201,G-7,BCI,AMPLITUD,LTRENDIDX,M,1977-04-01,99.75794,
2202,G-7,BCI,AMPLITUD,LTRENDIDX,M,1977-05-01,99.6895,
2203,G-7,BCI,AMPLITUD,LTRENDIDX,M,1977-06-01,99.5601,
2204,G-7,BCI,AMPLITUD,LTRENDIDX,M,1977-07-01,99.44219,
2205,G-7,BCI,AMPLITUD,LTRENDIDX,M,1977-08-01,99.31065,
2206,G-7,BCI,AMPLITUD,LTRENDIDX,M,1977-09-01,99.24909,
2207,G-7,BCI,AMPLITUD,LTRENDIDX,M,1977-10-01,99.3126,
2208,G-7,BCI,AMPLITUD,LTRENDIDX,M,1977-11-01,99.45239,
2209,G-7,BCI,AMPLITUD,LTRENDIDX,M,1977-12-01,99.58809,
2210,G-7,BCI,AMPLITUD,LTRENDIDX,M,1978-01-01,99.59854,
2211,G-7,BCI,AMPLITUD,LTRENDIDX,M,1978-02-01,99.59144,
2212,G-7,BCI,AMPLITUD,LTRENDIDX,M,1978-03-01,99.68198,
2213,G-7,BCI,AMPLITUD,LTRENDIDX,M,1978-04-01,99.91523,
2214,G-7,BCI,AMPLITUD,LTRENDIDX,M,1978-05-01,100.1911,
2215,G-7,BCI,AMPLITUD,LTRENDIDX,M,1978-06-01,100.4312,
2216,G-7,BCI,AMPLITUD,LTRENDIDX,M,1978-07-01,100.6296,
2217,G-7,BCI,AMPLITUD,LTRENDIDX,M,1978-08-01,100.7438,
2218,G-7,BCI,AMPLITUD,LTRENDIDX,M,1978-09-01,100.8302,
2219,G-7,BCI,AMPLITUD,LTRENDIDX,M,1978-10-01,100.9033,
2220,G-7,BCI,AMPLITUD,LTRENDIDX,M,1978-11-01,100.9385,
2221,G-7,BCI,AMPLITUD,LTRENDIDX,M,1978-12-01,100.8889,
2222,G-7,BCI,AMPLITUD,LTRENDIDX,M,1979-01-01,100.8597,
2223,G-7,BCI,AMPLITUD,LTRENDIDX,M,1979-02-01,100.8741,
2224,G-7,BCI,AMPLITUD,LTRENDIDX,M,1979-03-01,100.9289,
2225,G-7,BCI,AMPLITUD,LTRENDIDX,M,1979-04-01,100.9493,
2226,G-7,BCI,AMPLITUD,LTRENDIDX,M,1979-05-01,100.8859,
2227,G-7,BCI,AMPLITUD,LTRENDIDX,M,1979-06-01,100.7354,
2228,G-7,BCI,AMPLITUD,LTRENDIDX,M,1979-07-01,100.5329,
2229,G-7,BCI,AMPLITUD,LTRENDIDX,M,1979-08-01,100.347,
2230,G-7,BCI,AMPLITUD,LTRENDIDX,M,1979-09-01,100.2112,
2231,G-7,BCI,AMPLITUD,LTRENDIDX,M,1979-10-01,100.0662,
2232,G-7,BCI,AMPLITUD,LTRENDIDX,M,1979-11-01,99.89304,
2233,G-7,BCI,AMPLITUD,LTRENDIDX,M,1979-12-01,99.74465,
2234,G-7,BCI,AMPLITUD,LTRENDIDX,M,1980-01-01,99.66944,
2235,G-7,BCI,AMPLITUD,LTRENDIDX,M,1980-02-01,99.45475,
2236,G-7,BCI,AMPLITUD,LTRENDIDX,M,1980-03-01,98.84639,
2237,G-7,BCI,AMPLITUD,LTRENDIDX,M,1980-04-01,98.03078,
2238,G-7,BCI,AMPLITUD,LTRENDIDX,M,1980-05-01,97.3208,
2239,G-7,BCI,AMPLITUD,LTRENDIDX,M,1980-06-01,97.09198,
2240,G-7,BCI,AMPLITUD,LTRENDIDX,M,1980-07-01,97.32979,
2241,G-7,BCI,AMPLITUD,LTRENDIDX,M,1980-08-01,97.87316,
2242,G-7,BCI,AMPLITUD,LTRENDIDX,M,1980-09-01,98.39192,
2243,G-7,BCI,AMPLITUD,LTRENDIDX,M,1980-10-01,98.74207,
2244,G-7,BCI,AMPLITUD,LTRENDIDX,M,1980-11-01,98.81091,
2245,G-7,BCI,AMPLITUD,LTRENDIDX,M,1980-12-01,98.60847,
2246,G-7,BCI,AMPLITUD,LTRENDIDX,M,1981-01-01,98.36303,
2247,G-7,BCI,AMPLITUD,LTRENDIDX,M,1981-02-01,98.2403,
2248,G-7,BCI,AMPLITUD,LTRENDIDX,M,1981-03-01,98.26997,
2249,G-7,BCI,AMPLITUD,LTRENDIDX,M,1981-04-01,98.40195,
2250,G-7,BCI,AMPLITUD,LTRENDIDX,M,1981-05-01,98.51006,
2251,G-7,BCI,AMPLITUD,LTRENDIDX,M,1981-06-01,98.46789,
2252,G-7,BCI,AMPLITUD,LTRENDIDX,M,1981-07-01,98.34059,
2253,G-7,BCI,AMPLITUD,LTRENDIDX,M,1981-08-01,98.19862,
2254,G-7,BCI,AMPLITUD,LTRENDIDX,M,1981-09-01,97.94783,
2255,G-7,BCI,AMPLITUD,LTRENDIDX,M,1981-10-01,97.69709,
2256,G-7,BCI,AMPLITUD,LTRENDIDX,M,1981-11-01,97.51256,
2257,G-7,BCI,AMPLITUD,LTRENDIDX,M,1981-12-01,97.45733,
2258,G-7,BCI,AMPLITUD,LTRENDIDX,M,1982-01-01,97.45702,
2259,G-7,BCI,AMPLITUD,LTRENDIDX,M,1982-02-01,97.45504,
2260,G-7,BCI,AMPLITUD,LTRENDIDX,M,1982-03-01,97.42002,
2261,G-7,BCI,AMPLITUD,LTRENDIDX,M,1982-04-01,97.33943,
2262,G-7,BCI,AMPLITUD,LTRENDIDX,M,1982-05-01,97.21857,
2263,G-7,BCI,AMPLITUD,LTRENDIDX,M,1982-06-01,97.15029,
2264,G-7,BCI,AMPLITUD,LTRENDIDX,M,1982-07-01,97.06628,
2265,G-7,BCI,AMPLITUD,LTRENDIDX,M,1982-08-01,96.986,
2266,G-7,BCI,AMPLITUD,LTRENDIDX,M,1982-09-01,96.98602,
2267,G-7,BCI,AMPLITUD,LTRENDIDX,M,1982-10-01,97.07173,
2268,G-7,BCI,AMPLITUD,LTRENDIDX,M,1982-11-01,97.26686,
2269,G-7,BCI,AMPLITUD,LTRENDIDX,M,1982-12-01,97.65527,
2270,G-7,BCI,AMPLITUD,LTRENDIDX,M,1983-01-01,98.15475,
2271,G-7,BCI,AMPLITUD,LTRENDIDX,M,1983-02-01,98.65796,
2272,G-7,BCI,AMPLITUD,LTRENDIDX,M,1983-03-01,98.95045,
2273,G-7,BCI,AMPLITUD,LTRENDIDX,M,1983-04-01,99.12567,
2274,G-7,BCI,AMPLITUD,LTRENDIDX,M,1983-05-01,99.32956,
2275,G-7,BCI,AMPLITUD,LTRENDIDX,M,1983-06-01,99.59859,
2276,G-7,BCI,AMPLITUD,LTRENDIDX,M,1983-07-01,99.90681,
2277,G-7,BCI,AMPLITUD,LTRENDIDX,M,1983-08-01,100.1383,
2278,G-7,BCI,AMPLITUD,LTRENDIDX,M,1983-09-01,100.3399,
2279,G-7,BCI,AMPLITUD,LTRENDIDX,M,1983-10-01,100.5666,
2280,G-7,BCI,AMPLITUD,LTRENDIDX,M,1983-11-01,100.785,
2281,G-7,BCI,AMPLITUD,LTRENDIDX,M,1983-12-01,100.8632,
2282,G-7,BCI,AMPLITUD,LTRENDIDX,M,1984-01-01,100.6897,
2283,G-7,BCI,AMPLITUD,LTRENDIDX,M,1984-02-01,100.5778,
2284,G-7,BCI,AMPLITUD,LTRENDIDX,M,1984-03-01,100.5249,
2285,G-7,BCI,AMPLITUD,LTRENDIDX,M,1984-04-01,100.5182,
2286,G-7,BCI,AMPLITUD,LTRENDIDX,M,1984-05-01,100.4748,
2287,G-7,BCI,AMPLITUD,LTRENDIDX,M,1984-06-01,100.4003,
2288,G-7,BCI,AMPLITUD,LTRENDIDX,M,1984-07-01,100.2429,
2289,G-7,BCI,AMPLITUD,LTRENDIDX,M,1984-08-01,100.0099,
2290,G-7,BCI,AMPLITUD,LTRENDIDX,M,1984-09-01,99.80968,
2291,G-7,BCI,AMPLITUD,LTRENDIDX,M,1984-10-01,99.71671,
2292,G-7,BCI,AMPLITUD,LTRENDIDX,M,1984-11-01,99.67844,
2293,G-7,BCI,AMPLITUD,LTRENDIDX,M,1984-12-01,99.67763,
2294,G-7,BCI,AMPLITUD,LTRENDIDX,M,1985-01-01,99.65202,
2295,G-7,BCI,AMPLITUD,LTRENDIDX,M,1985-02-01,99.60779,
2296,G-7,BCI,AMPLITUD,LTRENDIDX,M,1985-03-01,99.5341,
2297,G-7,BCI,AMPLITUD,LTRENDIDX,M,1985-04-01,99.50053,
2298,G-7,BCI,AMPLITUD,LTRENDIDX,M,1985-05-01,99.4695,
2299,G-7,BCI,AMPLITUD,LTRENDIDX,M,1985-06-01,99.46706,
2300,G-7,BCI,AMPLITUD,LTRENDIDX,M,1985-07-01,99.47637,
2301,G-7,BCI,AMPLITUD,LTRENDIDX,M,1985-08-01,99.53329,
2302,G-7,BCI,AMPLITUD,LTRENDIDX,M,1985-09-01,99.66875,
2303,G-7,BCI,AMPLITUD,LTRENDIDX,M,1985-10-01,99.78695,
2304,G-7,BCI,AMPLITUD,LTRENDIDX,M,1985-11-01,99.8251,
2305,G-7,BCI,AMPLITUD,LTRENDIDX,M,1985-12-01,99.75889,
2306,G-7,BCI,AMPLITUD,LTRENDIDX,M,1986-01-01,99.67117,
2307,G-7,BCI,AMPLITUD,LTRENDIDX,M,1986-02-01,99.63293,
2308,G-7,BCI,AMPLITUD,LTRENDIDX,M,1986-03-01,99.59836,
2309,G-7,BCI,AMPLITUD,LTRENDIDX,M,1986-04-01,99.55493,
2310,G-7,BCI,AMPLITUD,LTRENDIDX,M,1986-05-01,99.53752,
2311,G-7,BCI,AMPLITUD,LTRENDIDX,M,1986-06-01,99.44141,
2312,G-7,BCI,AMPLITUD,LTRENDIDX,M,1986-07-01,99.39885,
2313,G-7,BCI,AMPLITUD,LTRENDIDX,M,1986-08-01,99.49149,
2314,G-7,BCI,AMPLITUD,LTRENDIDX,M,1986-09-01,99.54792,
2315,G-7,BCI,AMPLITUD,LTRENDIDX,M,1986-10-01,99.54456,
2316,G-7,BCI,AMPLITUD,LTRENDIDX,M,1986-11-01,99.5563,
2317,G-7,BCI,AMPLITUD,LTRENDIDX,M,1986-12-01,99.61419,
2318,G-7,BCI,AMPLITUD,LTRENDIDX,M,1987-01-01,99.7373,
2319,G-7,BCI,AMPLITUD,LTRENDIDX,M,1987-02-01,99.84303,
2320,G-7,BCI,AMPLITUD,LTRENDIDX,M,1987-03-01,100.01,
2321,G-7,BCI,AMPLITUD,LTRENDIDX,M,1987-04-01,100.1809,
2322,G-7,BCI,AMPLITUD,LTRENDIDX,M,1987-05-01,100.3471,
2323,G-7,BCI,AMPLITUD,LTRENDIDX,M,1987-06-01,100.4804,
2324,G-7,BCI,AMPLITUD,LTRENDIDX,M,1987-07-01,100.635,
2325,G-7,BCI,AMPLITUD,LTRENDIDX,M,1987-08-01,100.8486,
2326,G-7,BCI,AMPLITUD,LTRENDIDX,M,1987-09-01,101.0426,
